,distance,name,popularity,rating,latitude,longitude,category
4,238,Bunsen,0.9704361735553715,9.0,53.339334,-6.264699,Burger Joint
5,247,The Well,0.9883744180067983,6.8,53.339334,-6.264699,Bar
6,262,Against the Grain,0.9810620126253249,8.7,53.339334,-6.264699,Beer Bar
7,298,Five Guys,0.9836042160587277,7.7,53.339334,-6.264699,Burger Joint
8,332,Bruxelles,0.9904881601873804,7.6,53.339334,-6.264699,Lounge
9,353,Grogan's Castle Lounge,0.990459596103859,8.3,53.339334,-6.264699,Lounge
0,239,Against the Grain,0.9810620126253249,8.7,53.337494,-6.26199,Beer Bar
1,245,Bunsen,0.9704361735553715,9.0,53.337494,-6.26199,Burger Joint
2,255,The Well,0.9883744180067983,6.8,53.337494,-6.26199,Bar
3,283,Keavan's Port (JD Wetherspoon),0.9841183695621126,,53.337494,-6.26199,Pub
4,294,The Rolling Donut,0.9936302093747322,8.0,53.337494,-6.26199,Bagel Shop
5,314,Devitt's Pub,0.9868605215801651,7.8,53.337494,-6.26199,Pub
6,342,Harry's on the Green,0.9852038047359251,6.1,53.337494,-6.26199,Cocktail Bar
7,395,Peter's Pub,0.9891456482618756,7.0,53.337494,-6.26199,Pub
8,417,Cafe En Seine,0.9826901653860436,7.8,53.337494,-6.26199,Night Club
9,428,The Hairy Lemon,0.9914307749435859,7.9,53.337494,-6.26199,Lounge
0,266,147 Deli,0.9768345282641606,9.4,53.35561,-6.261397,Café
1,274,MeMa's,0.9803479105372904,,53.35561,-6.261397,Bar
2,276,Charming Noodles,0.9775200662686737,7.9,53.35561,-6.261397,Chinese Restaurant
3,277,The Big Romance,0.9866034448284727,7.5,53.35561,-6.261397,Cocktail Bar
4,278,La Pausa Caffe,0.9768059641806393,9.0,53.35561,-6.261397,Café
5,283,Hill 16 Bar,0.9648376131851809,,53.35561,-6.261397,Pub
6,292,Wood Fire Cafe,0.9695221228826874,,53.35561,-6.261397,Italian Restaurant
7,319,Fibber Magees,0.9774058099345883,7.7,53.35561,-6.261397,Night Club
8,352,The Living Room,0.9912593904424577,7.8,53.35561,-6.261397,Sports Bar
9,354,Murray's Bar & Grill,0.9974292324830758,8.1,53.35561,-6.261397,Pub
0,74,Subway,0.32894398583221457,5.5,53.343897,-6.29706,Deli
1,109,Insomnia,0.9428718329572395,,53.343897,-6.29706,Coffee Shop
2,156,Murrays Pub and Lounge,,,53.343897,-6.29706,Arts and Entertainment
3,158,Cooper’s Corner,0.9662372532777286,,53.343897,-6.29706,Pub
4,235,Kennys (James's St.),,,53.343897,-6.29706,Bar
5,252,Mount Brown Bus Stop,0.3967836841954926,,53.343897,-6.29706,Bus Stop
6,264,Runcible Spoon Theatre Company,,,53.343897,-6.29706,Music Venue
7,361,Savage Street Food / The Flying Dog,0.9523551086863378,,53.343897,-6.29706,Food Truck
8,401,Offbeat Donut Co,0.2785283784169785,,53.343897,-6.29706,Donut Shop
9,403,Butlers Chocolate Cafe,,,53.343897,-6.29706,"Cafe, Coffee, and Tea House"
0,199,C0Pland,0.9502984946727985,,53.346985,-6.297804,Beer Garden
1,224,Romayo's,0.9147076466051587,,53.346985,-6.297804,Diner
2,247,Insomnia,0.9428718329572395,,53.346985,-6.297804,Coffee Shop
3,264,Ryan's Bar,,,53.346985,-6.297804,Sports Bar
4,268,Subway,0.9513268016795681,,53.346985,-6.297804,Deli
5,273,Nancy Hands Bar & Restaurant,0.9879745208374989,7.6,53.346985,-6.297804,Pub
6,277,The Natural Bakery,0.7334685366620012,,53.346985,-6.297804,Bakery
7,279,Subway,0.32894398583221457,5.5,53.346985,-6.297804,Deli
8,287,The Sandwich Market,0.603787597474935,,53.346985,-6.297804,Sandwich Spot
9,291,Ryan's,0.9549544402867834,8.4,53.346985,-6.297804,Bar
0,302,McGowan's,0.9494987003341998,6.8,53.355954,-6.278378,Pub
1,335,Dublin Bus Stop No. 190,0.8869719215058984,,53.355954,-6.278378,Bus Stop
2,439,Cumiskeys,0.9732925819075094,,53.355954,-6.278378,Real Estate Service
3,449,The Back Page,0.9669227912822417,8.7,53.355954,-6.278378,Arts and Entertainment
4,451,Kale + Coco,0.9249335885058128,,53.355954,-6.278378,Vegan and Vegetarian Restaurant
5,540,Ramen Co,0.9547830557856551,,53.355954,-6.278378,Ramen Restaurant
6,542,The Little Cactus,0.9357879402439373,,53.355954,-6.278378,Café
7,545,Kerala Kitchen,0.9853751892370534,,53.355954,-6.278378,Indian Restaurant
8,573,Kavanagh's,0.9373589648376132,,53.355954,-6.278378,Pub
9,577,Hyne's,0.9796052443657345,,53.355954,-6.278378,Pub
0,112,KC Peaches,0.9749492987517495,6.6,53.337824,-6.256035,Coffee Shop
1,135,O'Donoghue's,0.9906309806049873,8.6,53.337824,-6.256035,Pub
2,364,Cafe En Seine,0.9826901653860436,7.8,53.337824,-6.256035,Night Club
3,392,The Well,0.9883744180067983,6.8,53.337824,-6.256035,Bar
4,417,The Rolling Donut,0.9936302093747322,8.0,53.337824,-6.256035,Bagel Shop
5,424,The Ivy Dublin,0.9868890856636865,8.3,53.337824,-6.256035,English Restaurant
6,432,Kehoe's,0.9832614470564712,8.6,53.337824,-6.256035,Lounge
7,457,Bunsen,0.9853180610700105,8.9,53.337824,-6.256035,Burger Joint
8,472,Carluccio's,0.9774343740181096,8.1,53.337824,-6.256035,Italian Restaurant
9,490,Coffeeangel,0.9888314433431403,9.0,53.337824,-6.256035,Coffee Shop
0,194,Insomnia,0.9428718329572395,,53.346603,-6.296924,Coffee Shop
1,205,Romayo's,0.9147076466051587,,53.346603,-6.296924,Diner
2,241,Subway,0.32894398583221457,5.5,53.346603,-6.296924,Deli
3,249,Nancy Hands Bar & Restaurant,0.9879745208374989,7.6,53.346603,-6.296924,Pub
4,249,Subway,0.9513268016795681,,53.346603,-6.296924,Deli
5,260,The Sandwich Market,0.603787597474935,,53.346603,-6.296924,Sandwich Spot
6,262,Ryan's,0.9549544402867834,8.4,53.346603,-6.296924,Bar
7,271,C0Pland,0.9502984946727985,,53.346603,-6.296924,Beer Garden
8,274,Cafe Togo,0.45973892427661456,5.0,53.346603,-6.296924,Bar
9,282,Offbeat Donut Co,0.2785283784169785,,53.346603,-6.296924,Donut Shop
0,124,O'reilly's Bar & Restaurant,0.9894312890970893,7.5,53.345922,-6.254614,Pub
1,139,Shoe Lane Coffee,0.9894598531806107,9.0,53.345922,-6.254614,Café
2,167,Chaplins Bar,0.987003341997772,6.2,53.345922,-6.254614,Bar
3,191,Doyles Pub,0.9905452883544231,7.4,53.345922,-6.254614,Pub
4,233,Bread 41,0.989631237681739,8.2,53.345922,-6.254614,Bakery
5,262,J. R. Mahon's,0.9930589277043046,,53.345922,-6.254614,Pub
6,280,River Bar,0.9954011825530578,6.7,53.345922,-6.254614,Pub
7,296,Cassidy's Bar,0.9977434374018109,8.9,53.345922,-6.254614,Pub
8,330,The Palace Bar,0.9960295923905281,8.8,53.345922,-6.254614,Lounge
9,350,41 Bus Stop,0.9887457510925762,,53.345922,-6.254614,Bus Stop
0,203,Two Boys Brew,0.9508126481761833,8.1,53.359246,-6.269779,Café
1,238,The Back Page,0.9669227912822417,8.7,53.359246,-6.269779,Arts and Entertainment
2,245,Kennedy's,0.897826273244023,,53.359246,-6.269779,Café
3,304,Kung Fu Buffet,0.5638835727955669,,53.359246,-6.269779,Cantonese Restaurant
4,304,Clement & Pekoe,0.9435573709617527,,53.359246,-6.269779,Café
5,383,McDonald's,0.961010025993316,6.3,53.359246,-6.269779,Burger Joint
6,398,McGowan's,0.9494987003341998,6.8,53.359246,-6.269779,Pub
7,414,Eddie Rocket's,0.9635807935102402,6.3,53.359246,-6.269779,Burger Joint
8,414,KFC,0.9003399125939044,,53.359246,-6.269779,Fast Food Restaurant
9,432,Wood Fire Cafe,0.9695221228826874,,53.359246,-6.269779,Italian Restaurant
0,36,Lower Deck The,0.9586677711445628,6.3,53.330362,-6.265163,Karaoke Bar
1,64,J O'Connell,0.9701790968036791,8.5,53.330362,-6.265163,Pub
2,72,Grove Road,0.9765774515124682,8.5,53.330362,-6.265163,Café
3,73,The Portobello,0.9605244365734525,6.0,53.330362,-6.265163,Pub
4,90,Richmond,0.9479562398240452,8.6,53.330362,-6.265163,Restaurant
5,141,Doolally,0.9702076608872005,8.1,53.330362,-6.265163,Indian Restaurant
6,141,31 Lennox,0.9374732211716987,,53.330362,-6.265163,Café
7,205,Aoki Sushi,0.9404438858579223,7.8,53.330362,-6.265163,Sushi Restaurant
8,258,Brother Hubbard South,0.9820331914650519,8.9,53.330362,-6.265163,Café
9,283,Asahi Asian Street Food,0.9594390013996401,7.9,53.330362,-6.265163,Asian Restaurant
0,88,Mosh Burger Co.,0.1582735867919678,,53.359967,-6.264828,Burger Joint
1,116,Kung Fu Kitchen,0.4406581164843326,,53.359967,-6.264828,Chinese Restaurant
2,127,Koffee + Kale,0.9610385900768373,,53.359967,-6.264828,Coffee Shop
3,237,Auld Triangle The,0.972207146733697,,53.359967,-6.264828,Lounge
4,241,Sugarloaf Bakery,0.9720643263160902,,53.359967,-6.264828,Bakery
5,256,Dublin Bus Stop No 15,0.17392670456168413,,53.359967,-6.264828,Bus Stop
6,258,The Big Tree,0.9592676168985118,6.3,53.359967,-6.264828,Pub
7,268,Wasabi Bar & Grill,0.9675226370361907,,53.359967,-6.264828,Brazilian Restaurant
8,276,Dublin BUS Stop 49,0.3319146505184381,,53.359967,-6.264828,Bus Stop
9,291,The Temple Kavanaghs Pub,0.9639235625124968,,53.359967,-6.264828,Pub
0,30,Clement & Pekoe,0.9435573709617527,,53.356769,-6.26814,Café
1,173,Wood Fire Cafe,0.9695221228826874,,53.356769,-6.26814,Italian Restaurant
2,188,La Pausa Caffe,0.9768059641806393,9.0,53.356769,-6.26814,Café
3,359,Cumiskeys,0.9732925819075094,,53.356769,-6.26814,Real Estate Service
4,388,The Back Page,0.9669227912822417,8.7,53.356769,-6.26814,Arts and Entertainment
5,471,Mr Fox Restaurant,0.988802879259619,8.2,53.356769,-6.26814,Restaurant
6,496,Two Boys Brew,0.9508126481761833,8.1,53.356769,-6.26814,Café
7,506,Koffee + Kale,0.9610385900768373,,53.356769,-6.26814,Coffee Shop
8,534,Auld Triangle The,0.972207146733697,,53.356769,-6.26814,Lounge
9,535,Kings Inn,0.9737496072438516,7.7,53.356769,-6.26814,Bar
0,22,Open Gate Brewery,0.9618098203319146,8.5,53.343456,-6.287409,Brewery
1,79,Groundstate Coffee,0.9783769887743152,8.2,53.343456,-6.287409,Café
2,112,St. James’s Gate Brewery,0.9759204775914765,,53.343456,-6.287409,Brewery
3,118,Roe & Co Distillery,0.9840612413950698,7.9,53.343456,-6.287409,Distillery
4,118,Power House Bar,0.8973406838241595,,53.343456,-6.287409,Cocktail Bar
5,121,The Old Harbour,0.8861435630837785,,53.343456,-6.287409,Pub
6,125,Harkins Bar,0.9698077637179011,7.4,53.343456,-6.287409,Bar
7,164,Pearse Lyons Distillery,0.9640378188465824,,53.343456,-6.287409,Distillery
8,175,"Gravity Bar, Guinness Factory",0.9993715901625296,8.7,53.343456,-6.287409,Bar
9,177,Cooperage Cafe,0.967694021537319,6.7,53.343456,-6.287409,Café
0,76,El Grito Mexican Taqueria,0.9782627324402297,8.7,53.356717,-6.256359,Mexican Restaurant
1,201,Savoy Take Away,0.9442143448827445,,53.356717,-6.256359,Fast Food Restaurant
2,217,Hill 16 Bar,0.9648376131851809,,53.356717,-6.256359,Pub
3,297,One Society,0.9738638635779371,7.6,53.356717,-6.256359,Café
4,354,Charming Noodles,0.9775200662686737,7.9,53.356717,-6.256359,Chinese Restaurant
5,422,The Big Romance,0.9866034448284727,7.5,53.356717,-6.256359,Cocktail Bar
6,432,147 Deli,0.9768345282641606,9.4,53.356717,-6.256359,Café
7,470,MeMa's,0.9803479105372904,,53.356717,-6.256359,Bar
8,484,Bridge Tavern,0.9730069410722957,,53.356717,-6.256359,Pub
9,520,Fibber Magees,0.9774058099345883,7.7,53.356717,-6.256359,Night Club
0,216,O'Donoghue's,0.9906309806049873,8.6,53.339764,-6.251988,Pub
1,225,The Gallery Café,0.9814619097946242,8.4,53.339764,-6.251988,Café
2,244,KC Peaches,0.9749492987517495,6.6,53.339764,-6.251988,Coffee Shop
3,274,Kennedy's,0.971607300979748,7.6,53.339764,-6.251988,Lounge
4,282,The Ginger Man,0.9693793024650804,8.0,53.339764,-6.251988,Lounge
5,289,Coffeeangel,0.9888314433431403,9.0,53.339764,-6.251988,Coffee Shop
6,308,Note,0.9628666914222057,,53.339764,-6.251988,Wine Bar
7,445,The Ivy Dublin,0.9868890856636865,8.3,53.339764,-6.251988,English Restaurant
8,457,Cafe En Seine,0.9826901653860436,7.8,53.339764,-6.251988,Night Club
9,480,KC Peaches,0.9924019537833129,7.0,53.339764,-6.251988,Restaurant
0,56,MV Cill Airne,0.9708646348081922,7.6,53.34744,-6.238523,Bar
1,151,Boca Coffee,0.9496700848353281,6.7,53.34744,-6.238523,Coffee Shop
2,163,The Diving Bell,0.9819474992144877,6.4,53.34744,-6.238523,Government Building
3,322,The Marker Rooftop Bar,0.8918278157045331,8.4,53.34744,-6.238523,Hotel Bar
4,339,SPROUT Kitchen,0.9489845468308149,,53.34744,-6.238523,Salad Restaurant
5,339,The South Strand (JD Wetherspoon),0.9860892913250878,,53.34744,-6.238523,Pub
6,350,Caffè Nero,0.9047102173726757,6.5,53.34744,-6.238523,Café
7,353,J2 Grill & Sushi,0.9374446570881774,8.0,53.34744,-6.238523,Sushi Restaurant
8,361,Milano,0.9683509954583107,6.8,53.34744,-6.238523,Pizzeria
9,363,The Brasserie at the Marker Hotel restaurant,0.9454426004741638,,53.34744,-6.238523,Modern European Restaurant
0,104,La Pausa Caffe,0.9768059641806393,9.0,53.355473,-6.264423,Café
1,117,Wood Fire Cafe,0.9695221228826874,,53.355473,-6.264423,Italian Restaurant
2,368,MeMa's,0.9803479105372904,,53.355473,-6.264423,Bar
3,382,147 Deli,0.9768345282641606,9.4,53.355473,-6.264423,Café
4,386,The Parnell Heritage Pub & Grill,0.9830614984718216,7.5,53.355473,-6.264423,Bar
5,393,Fibber Magees,0.9774058099345883,7.7,53.355473,-6.264423,Night Club
6,399,Murray's Bar & Grill,0.9974292324830758,8.1,53.355473,-6.264423,Pub
7,401,The Big Romance,0.9866034448284727,7.5,53.355473,-6.264423,Cocktail Bar
8,421,The Living Room,0.9912593904424577,7.8,53.355473,-6.264423,Sports Bar
9,430,Kingfisher Restaurant,0.9851466765688823,8.3,53.355473,-6.264423,Diner
0,55,Chesterfields Brasserie,0.4166642863263732,,53.347972,-6.291804,Restaurant
1,90,P. Duggan's,0.9764346310948613,,53.347972,-6.291804,Pub
2,130,Airlink 747 Heuston Station to Dublin Airport,0.6457196720843211,,53.347972,-6.291804,Bus Stop
3,131,Ryan's,0.9549544402867834,8.4,53.347972,-6.291804,Bar
4,139,The Sandwich Market,0.603787597474935,,53.347972,-6.291804,Sandwich Spot
5,147,The Galway Hooker,0.9788625781941787,5.3,53.347972,-6.291804,Bar
6,155,Nancy Hands Bar & Restaurant,0.9879745208374989,7.6,53.347972,-6.291804,Pub
7,163,90 Bus Stop,0.4609957439515553,,53.347972,-6.291804,Bus Stop
8,172,Subway,0.9513268016795681,,53.347972,-6.291804,Deli
9,173,Cafe Togo,0.45973892427661456,5.0,53.347972,-6.291804,Bar
0,33,Beer Temple Dublin,0.9950584135508013,,53.344007,-6.266802,Beer Bar
1,67,Street 66,0.9918021080293639,7.5,53.344007,-6.266802,Gay Bar
2,126,Lundy Foots,0.9750921191693565,6.8,53.344007,-6.266802,Pub
3,136,The Porterhouse,0.995943900139964,9.2,53.344007,-6.266802,Pub
4,138,Bad Bobs Temple Bar,0.9885172384244052,8.3,53.344007,-6.266802,Night Club
5,146,The George,0.994744208632066,8.2,53.344007,-6.266802,Night Club
6,204,Yamamori Noodles,0.9818618069639236,8.1,53.344007,-6.266802,Japanese Restaurant
7,215,The Trinity,0.9920306206975349,7.5,53.344007,-6.266802,Pub
8,217,The Stag's Head,0.9956296952212288,9.1,53.344007,-6.266802,Beer Bar
9,224,Foggy Dew,0.9938015938758605,7.9,53.344007,-6.266802,Pub
0,56,The Galway Hooker,0.9788625781941787,5.3,53.347106,-6.292041,Bar
1,81,Street Kitchen,0.908052215144677,,53.347106,-6.292041,Burrito Restaurant
2,89,Offbeat Donut Co,0.2785283784169785,,53.347106,-6.292041,Donut Shop
3,109,Chesterfields Brasserie,0.4166642863263732,,53.347106,-6.292041,Restaurant
4,133,P. Duggan's,0.9764346310948613,,53.347106,-6.292041,Pub
5,155,Ryan's,0.9549544402867834,8.4,53.347106,-6.292041,Bar
6,178,Nancy Hands Bar & Restaurant,0.9879745208374989,7.6,53.347106,-6.292041,Pub
7,199,Subway,0.9513268016795681,,53.347106,-6.292041,Deli
8,212,Romayo's,0.9147076466051587,,53.347106,-6.292041,Diner
9,396,Insomnia,0.9428718329572395,,53.347106,-6.292041,Coffee Shop
0,37,The Living Room,0.9912593904424577,7.8,53.352149,-6.260533,Sports Bar
1,56,Murray's Bar & Grill,0.9974292324830758,8.1,53.352149,-6.260533,Pub
2,77,Madigan's,0.9932017481219115,8.4,53.352149,-6.260533,Pub
3,91,Writers Lounge,0.9894884172641321,,53.352149,-6.260533,Lounge
4,104,The Parnell Heritage Pub & Grill,0.9830614984718216,7.5,53.352149,-6.260533,Bar
5,139,Big Bus Tours Dublin,0.9971721557313834,,53.352149,-6.260533,Tour Provider
6,148,147 Deli,0.9768345282641606,9.4,53.352149,-6.260533,Café
7,155,The Big Romance,0.9866034448284727,7.5,53.352149,-6.260533,Cocktail Bar
8,189,Kingfisher Restaurant,0.9851466765688823,8.3,53.352149,-6.260533,Diner
9,200,Flanagans Restaurant,0.9969722071467337,7.2,53.352149,-6.260533,Restaurant
0,92,Windjammer Bar The,0.9657802279413865,6.5,53.345203,-6.247163,Lounge
1,217,Cloud Picker,0.9731497614899026,8.0,53.345203,-6.247163,Coffee Shop
2,298,Bread 41,0.989631237681739,8.2,53.345203,-6.247163,Bakery
3,392,Steam,0.9767774000971179,,53.345203,-6.247163,Coffee Shop
4,404,The Ginger Man,0.9693793024650804,8.0,53.345203,-6.247163,Lounge
5,415,Kennedy's,0.971607300979748,7.6,53.345203,-6.247163,Lounge
6,419,Note,0.9628666914222057,,53.345203,-6.247163,Wine Bar
7,499,O'reilly's Bar & Restaurant,0.9894312890970893,7.5,53.345203,-6.247163,Pub
8,521,The Gallery Café,0.9814619097946242,8.4,53.345203,-6.247163,Café
9,567,Shoe Lane Coffee,0.9894598531806107,9.0,53.345203,-6.247163,Café
0,231,Graingers,0.9804621668713759,6.5,53.353331,-6.249319,Pub
1,234,The Five Lamps,0.990231083435688,6.3,53.353331,-6.249319,Bar
2,257,"Laine, My Love.",0.9575823359707504,8.6,53.353331,-6.249319,Café
3,288,IL Capo Italian Pizza & Pasta,0.9680939187066183,8.6,53.353331,-6.249319,Pizzeria
4,380,The Brew Dock,0.9963723613927847,8.4,53.353331,-6.249319,Bar
5,396,Harbour Master Bar & Restaurant,0.9718929418149619,5.9,53.353331,-6.249319,Arts and Entertainment
6,442,Bridge Tavern,0.9730069410722957,,53.353331,-6.249319,Pub
7,487,One Society,0.9738638635779371,7.6,53.353331,-6.249319,Café
8,498,Celt Dublin,0.9949155931331943,8.5,53.353331,-6.249319,Pub
9,548,Drunken Fish,0.9775771944357166,7.6,53.353331,-6.249319,Bar
0,100,Broyage Bar & Bistro,,,53.338776,-6.30395,Restaurant
1,219,Carrigans,0.6483761318518095,,53.338776,-6.30395,Lounge
2,265,bus stop Hybresal,0.8204176069010826,,53.338776,-6.30395,Bus Stop
3,303,Lady's Lane,0.6735982176011883,,53.338776,-6.30395,Beer Garden
4,320,Old Royal Oak,0.9652375103544802,8.2,53.338776,-6.30395,Bar
5,322,Urban8,0.9848610357336685,,53.338776,-6.30395,Pub
6,330,Vengabus,,,53.338776,-6.30395,Arts and Entertainment
7,330,Cakesbymarion,,,53.338776,-6.30395,Bakery
8,375,The Rialto Bridge Cafe,0.9226484618241024,,53.338776,-6.30395,Café
9,383,Latino Italian Restaurant,,,53.338776,-6.30395,Restaurant
0,64,Dubliniamo,,,53.359157,-6.281866,Tour Provider
1,243,Clarkes Bakery,0.9325601988060213,8.3,53.359157,-6.281866,Bakery
2,298,Dutchess Foods,0.3912993801593876,,53.359157,-6.281866,Bakery
3,301,Rainbow,0.7249278756891085,,53.359157,-6.281866,Chinese Restaurant
4,307,Roosters Piri Piri,0.2445942471935788,,53.359157,-6.281866,Restaurant
5,378,Pizza Max,0.9175640549572966,,53.359157,-6.281866,Pizzeria
6,391,Peanut World,0.6328087063326573,,53.359157,-6.281866,Snack Place
7,504,Hanlons bar and Restaurant,0.9976006169842041,,53.359157,-6.281866,Pub
8,515,Niamhs Favourite Bus Stop,0.8142477648604645,,53.359157,-6.281866,Bus Stop
9,554,Nagoya,0.6501471050301351,,53.359157,-6.281866,Asian Restaurant
0,80,Starbucks,0.9922305692821846,7.0,53.349013,-6.260311,Coffee Shop
1,108,Starbucks,0.9820046273815305,7.5,53.349013,-6.260311,Coffee Shop
2,119,Gino's Gelato,0.9940872347110743,8.4,53.349013,-6.260311,Gelato Shop
3,129,McDonald's,0.995344054386015,5.8,53.349013,-6.260311,Burger Joint
4,142,Beshoff Fish And Chips,0.9983432831557599,6.5,53.349013,-6.260311,Fish and Chips Shop
5,148,Flanagans Restaurant,0.9969722071467337,7.2,53.349013,-6.260311,Restaurant
6,164,Pipers Corner,0.9912879545259791,7.1,53.349013,-6.260311,Pub
7,176,Xi'an Street Food,0.9936016452912109,,53.349013,-6.260311,Chinese Restaurant
8,186,O'Connells,0.9890885200948327,7.6,53.349013,-6.260311,Pub
9,209,Big Bus Tours Dublin,0.9971721557313834,,53.349013,-6.260311,Tour Provider
0,116,Auld Triangle The,0.972207146733697,,53.358437,-6.260641,Lounge
1,145,Botanicals,0.9511554171784399,,53.358437,-6.260641,Restaurant
2,160,The Big Tree,0.9592676168985118,6.3,53.358437,-6.260641,Pub
3,180,Wasabi Bar & Grill,0.9675226370361907,,53.358437,-6.260641,Brazilian Restaurant
4,220,The Temple Kavanaghs Pub,0.9639235625124968,,53.358437,-6.260641,Pub
5,237,Koffee + Kale,0.9610385900768373,,53.358437,-6.260641,Coffee Shop
6,291,El Grito Mexican Taqueria,0.9782627324402297,8.7,53.358437,-6.260641,Mexican Restaurant
7,297,Koffee + Kale,0.9455854208917707,6.5,53.358437,-6.260641,Coffee Shop
8,379,Le Petit Breton,0.9680367905395756,8.0,53.358437,-6.260641,Creperie
9,396,Savoy Take Away,0.9442143448827445,,53.358437,-6.260641,Fast Food Restaurant
0,308,Toners Pub,0.9709788911422776,8.2,53.335211,-6.2509,Beer Bar
1,379,The Sugar Club,0.9480419320746094,8.5,53.335211,-6.2509,Night Club
2,407,O'Donoghue's,0.9906309806049873,8.6,53.335211,-6.2509,Pub
3,424,Hugo's,0.9299894312890971,7.8,53.335211,-6.2509,French Restaurant
4,437,M O'Briens Full Bar And Lounge,0.9701219686366362,8.2,53.335211,-6.2509,Pub
5,439,Angelina's,0.9421006027021623,7.4,53.335211,-6.2509,Italian Restaurant
6,484,KC Peaches,0.9749492987517495,6.6,53.335211,-6.2509,Coffee Shop
7,557,Godfather’s Pizza,0.983175754805907,,53.335211,-6.2509,Pizzeria
8,561,Starbucks,0.9494130080836356,7.7,53.335211,-6.2509,Coffee Shop
9,568,Searson's,0.9847753434831044,8.0,53.335211,-6.2509,Pub
0,112,Third Floor Espresso (3FE),0.9928304150361336,9.0,53.339629,-6.243778,Public and Social Service
1,118,The Storyteller,0.9394155788511526,,53.339629,-6.243778,Pub
2,119,Art Of Coffee,0.9324173783884144,,53.339629,-6.243778,Coffee Shop
3,144,Füdi,0.9140221086006456,6.1,53.339629,-6.243778,Café
4,367,Note,0.9628666914222057,,53.339629,-6.243778,Wine Bar
5,376,"The Schoolhouse Hotel, Ballsbridge, Dublin 4",0.9590676683138621,8.4,53.339629,-6.243778,Pub
6,436,Steam,0.9767774000971179,,53.339629,-6.243778,Coffee Shop
7,455,The Gasworks Bar,0.9876317518352423,6.4,53.339629,-6.243778,Bar
8,456,The Pig & Heifer,0.9860607272415665,7.6,53.339629,-6.243778,Café
9,457,The Ginger Man,0.9693793024650804,8.0,53.339629,-6.243778,Lounge
0,278,Cooper’s Corner,0.9662372532777286,,53.341359,-6.292951,Pub
1,286,J.K. Stoutmans,0.9286754834471136,,53.341359,-6.292951,Arts and Entertainment
2,304,Pearse Lyons Distillery,0.9640378188465824,,53.341359,-6.292951,Distillery
3,314,The Old Harbour,0.8861435630837785,,53.341359,-6.292951,Pub
4,336,Harkins Bar,0.9698077637179011,7.4,53.341359,-6.292951,Bar
5,353,St. James’s Gate Brewery,0.9759204775914765,,53.341359,-6.292951,Brewery
6,360,Groundstate Coffee,0.9783769887743152,8.2,53.341359,-6.292951,Café
7,413,Cooperage Cafe,0.967694021537319,6.7,53.341359,-6.292951,Café
8,415,Connoisseur Bar,0.994515695963895,8.4,53.341359,-6.292951,Bar
9,416,Guinness Storehouse,0.9999428718329573,9.0,53.341359,-6.292951,Brewery
0,229,Charlemont Bar & Bistro,0.9908594932731584,6.2,53.332763,-6.257942,Hotel Bar
1,305,The Barge,0.9843183181467623,8.1,53.332763,-6.257942,Lounge
2,323,Dax Restaurant,0.9565540289639807,7.8,53.332763,-6.257942,French Restaurant
3,328,The Sugar Club,0.9480419320746094,8.5,53.332763,-6.257942,Night Club
4,329,Odeon,0.9822902682167443,6.6,53.332763,-6.257942,Cocktail Bar
5,364,One Kinda Folk,0.9684938158759177,8.0,53.332763,-6.257942,Coffee Shop
6,453,M O'Briens Full Bar And Lounge,0.9701219686366362,8.2,53.332763,-6.257942,Pub
7,464,Sophie's Dublin,0.9811477048758891,8.8,53.332763,-6.257942,Restaurant
8,467,Doolally,0.9702076608872005,8.1,53.332763,-6.257942,Indian Restaurant
9,470,The Bleeding Horse,0.9893455968465252,7.5,53.332763,-6.257942,Lounge
0,172,The Black Sheep,0.9845753948984547,8.7,53.351182,-6.269859,Bar
1,219,Woolshed Baa & Grill,0.9900596989345597,7.5,53.351182,-6.269859,Sports Bar
2,315,Bullet Duck And Dumplings,0.9676083292867549,,53.351182,-6.269859,Chinese Restaurant
3,328,Slattery's,0.9900882630180811,7.9,53.351182,-6.269859,Pub
4,332,Bonobo,0.9938872861264246,8.5,53.351182,-6.269859,Bar
5,354,The Church,0.9956011311377074,8.5,53.351182,-6.269859,Restaurant
6,375,Butlers Chocolate Café,0.9696935073838155,7.4,53.351182,-6.269859,Café
7,388,McNeills,0.9868319574966438,8.6,53.351182,-6.269859,Pub
8,440,Kingfisher Restaurant,0.9851466765688823,8.3,53.351182,-6.269859,Diner
9,440,The Boars Head,0.984746779399583,6.7,53.351182,-6.269859,Pub
0,34,The Church,0.9956011311377074,8.5,53.3483,-6.266651,Restaurant
1,87,Butlers Chocolate Café,0.9696935073838155,7.4,53.3483,-6.266651,Café
2,91,T.P. Smiths,0.9796623725327773,5.8,53.3483,-6.266651,Pub
3,96,Insomnia,0.9916021594447142,6.9,53.3483,-6.266651,Coffee Shop
4,141,McNeills,0.9868319574966438,8.6,53.3483,-6.266651,Pub
5,150,Slattery's,0.9900882630180811,7.9,53.3483,-6.266651,Pub
6,151,Lemon Jelly Cafe,0.9759490416749979,8.2,53.3483,-6.266651,Café
7,159,The Boars Head,0.984746779399583,6.7,53.3483,-6.266651,Pub
8,170,Takara,0.9773486817675455,7.9,53.3483,-6.266651,Japanese Restaurant
9,172,Brother Hubbard,0.9766060155959896,9.1,53.3483,-6.266651,Café
0,104,The Porterhouse,0.995943900139964,9.2,53.346057,-6.268001,Pub
