,distance,name,popularity,rating,latitude,longitude,category
4,195,BrewDog Outpost Dublin,0.9919734925304922,7.6,53.346867,-6.230852,Beer Bar
5,200,Insomnia,0.946585163815019,,53.346867,-6.230852,Coffee Shop
6,205,Shannons Cafe,0.809934588248736,,53.346867,-6.230852,Café
7,217,Camile Thai The Point,0.9633808449255905,,53.346867,-6.230852,Thai Restaurant
8,227,Harrys Bar The O2 Village,0.656145562569625,,53.346867,-6.230852,Bar
9,237,Hemidemisemiquaver Bar,0.9522694164357737,7.3,53.346867,-6.230852,Bar
0,15,Cumiskeys,0.9732925819075094,,53.3547,-6.272314,Real Estate Service
1,369,Kings Inn,0.9737496072438516,7.7,53.3547,-6.272314,Bar
2,386,Clement & Pekoe,0.9435573709617527,,53.3547,-6.272314,Café
3,469,Wood Fire Cafe,0.9695221228826874,,53.3547,-6.272314,Italian Restaurant
4,481,La Pausa Caffe,0.9768059641806393,9.0,53.3547,-6.272314,Café
5,500,Bonobo,0.9938872861264246,8.5,53.3547,-6.272314,Bar
6,531,Mr Fox Restaurant,0.988802879259619,8.2,53.3547,-6.272314,Restaurant
7,595,The Black Sheep,0.9845753948984547,8.7,53.3547,-6.272314,Bar
8,607,KFC,0.9445285498014796,6.2,53.3547,-6.272314,Fast Food Restaurant
9,612,Bar 1661,0.9903453397697735,8.4,53.3547,-6.272314,Cocktail Bar
0,150,Odeon,0.9822902682167443,6.6,53.33403,-6.260714,Cocktail Bar
1,296,Dicey's Garden,0.9920591847810563,7.4,53.33403,-6.260714,Night Club
2,350,Brother Hubbard South,0.9820331914650519,8.9,53.33403,-6.260714,Café
3,357,Devitt's Pub,0.9868605215801651,7.8,53.33403,-6.260714,Pub
4,367,Charlemont Bar & Bistro,0.9908594932731584,6.2,53.33403,-6.260714,Hotel Bar
5,377,Doolally,0.9702076608872005,8.1,53.33403,-6.260714,Indian Restaurant
6,387,Keavan's Port (JD Wetherspoon),0.9841183695621126,,53.33403,-6.260714,Pub
7,393,Meet Me In The Morning,0.9746922220000571,8.4,53.33403,-6.260714,Coffee Shop
8,414,Richmond,0.9479562398240452,8.6,53.33403,-6.260714,Restaurant
9,430,Whelan's,0.9790625267788283,8.6,53.33403,-6.260714,Concert Hall
0,54,SPROUT Kitchen,0.9489845468308149,,53.346026,-6.243576,Salad Restaurant
1,91,Gerard's,0.969722071467337,7.5,53.346026,-6.243576,Coffee Shop
2,145,Dockers,0.9740923762461081,,53.346026,-6.243576,Cocktail Bar
3,332,Windjammer Bar The,0.9657802279413865,6.5,53.346026,-6.243576,Lounge
4,337,The Pig & Heifer,0.9860607272415665,7.6,53.346026,-6.243576,Café
5,372,Drunken Fish,0.9775771944357166,7.6,53.346026,-6.243576,Bar
6,385,MV Cill Airne,0.9708646348081922,7.6,53.346026,-6.243576,Bar
7,404,The South Strand (JD Wetherspoon),0.9860892913250878,,53.346026,-6.243576,Pub
8,463,Nutbutter,0.9587820274786484,,53.346026,-6.243576,Restaurant
9,469,Offbeat Donut Co,0.9727784284041247,8.0,53.346026,-6.243576,Donut Shop
0,29,The Barge,0.9843183181467623,8.1,53.330662,-6.260177,Lounge
1,62,Asahi Asian Street Food,0.9594390013996401,7.9,53.330662,-6.260177,Asian Restaurant
2,65,Charlemont Bar & Bistro,0.9908594932731584,6.2,53.330662,-6.260177,Hotel Bar
3,183,One Kinda Folk,0.9684938158759177,8.0,53.330662,-6.260177,Coffee Shop
4,266,The Portobello,0.9605244365734525,6.0,53.330662,-6.260177,Pub
5,274,J O'Connell,0.9701790968036791,8.5,53.330662,-6.260177,Pub
6,290,Starbucks,0.9714644805621412,7.1,53.330662,-6.260177,Coffee Shop
7,293,Richmond,0.9479562398240452,8.6,53.330662,-6.260177,Restaurant
8,298,Grove Road,0.9765774515124682,8.5,53.330662,-6.260177,Café
9,318,Doolally,0.9702076608872005,8.1,53.330662,-6.260177,Indian Restaurant
0,107,Broyage Bar & Bistro,0.9718358136479192,,53.342113,-6.310015,Hotel Bar
1,122,Cinnamon Restaurant @ Hilton Dublin Kilmainham Hotel,0.9728355565711674,,53.342113,-6.310015,Restaurant
2,130,Brambles Deli Cafe,0.21128852580764945,,53.342113,-6.310015,Café
3,141,Donoghues,0.5354051815247508,,53.342113,-6.310015,Pub
4,151,The Patriots Inn,0.9683224313747893,6.8,53.342113,-6.310015,Karaoke Bar
5,163,The Glen of Aherlow,0.9017681167699735,,53.342113,-6.310015,Pub
6,169,Good Luck Chinese Take Away,0.11682710160244508,,53.342113,-6.310015,Chinese Restaurant
7,170,Dublin Bus Stop No 1945,0.026735982176011884,,53.342113,-6.310015,Bus Stop
8,170,Dublin Bus Stop 2722 - Con Colbert Rd,0.9929446713702191,,53.342113,-6.310015,Bus Stop
9,171,Dublin Bus Stop No 1992,0.8918563797880545,,53.342113,-6.310015,Bus Stop
0,177,La Pausa Caffe,0.9768059641806393,9.0,53.357043,-6.263232,Café
1,188,Wood Fire Cafe,0.9695221228826874,,53.357043,-6.263232,Italian Restaurant
2,339,Koffee + Kale,0.9610385900768373,,53.357043,-6.263232,Coffee Shop
3,440,El Grito Mexican Taqueria,0.9782627324402297,8.7,53.357043,-6.263232,Mexican Restaurant
4,462,Hill 16 Bar,0.9648376131851809,,53.357043,-6.263232,Pub
5,463,147 Deli,0.9768345282641606,9.4,53.357043,-6.263232,Café
6,465,MeMa's,0.9803479105372904,,53.357043,-6.263232,Bar
7,476,Charming Noodles,0.9775200662686737,7.9,53.357043,-6.263232,Chinese Restaurant
8,476,The Big Romance,0.9866034448284727,7.5,53.357043,-6.263232,Cocktail Bar
9,505,Fibber Magees,0.9774058099345883,7.7,53.357043,-6.263232,Night Club
0,57,The Church,0.9956011311377074,8.5,53.348875,-6.267459,Restaurant
1,114,Butlers Chocolate Café,0.9696935073838155,7.4,53.348875,-6.267459,Café
2,116,Slattery's,0.9900882630180811,7.9,53.348875,-6.267459,Pub
3,137,Bullet Duck And Dumplings,0.9676083292867549,,53.348875,-6.267459,Chinese Restaurant
4,139,Woolshed Baa & Grill,0.9900596989345597,7.5,53.348875,-6.267459,Sports Bar
5,141,The Black Sheep,0.9845753948984547,8.7,53.348875,-6.267459,Bar
6,144,McNeills,0.9868319574966438,8.6,53.348875,-6.267459,Pub
7,172,T.P. Smiths,0.9796623725327773,5.8,53.348875,-6.267459,Pub
8,179,Insomnia,0.9916021594447142,6.9,53.348875,-6.267459,Coffee Shop
9,184,The Boars Head,0.984746779399583,6.7,53.348875,-6.267459,Pub
0,128,Underdog,0.9991145134108372,,53.346874,-6.272976,Beer Bar
1,209,Copper + Straw,0.9923448256162701,,53.346874,-6.272976,Coffee Shop
2,291,Bullet Duck And Dumplings,0.9676083292867549,,53.346874,-6.272976,Chinese Restaurant
3,305,Old Jameson Distillery,0.9988860007426662,8.9,53.346874,-6.272976,Tour Provider
4,306,Brother Hubbard,0.9766060155959896,9.1,53.346874,-6.272976,Café
5,306,The Brazen Head,0.99917164157788,8.9,53.346874,-6.272976,Bar
6,307,McNeills,0.9868319574966438,8.6,53.346874,-6.272976,Pub
7,307,The Boars Head,0.984746779399583,6.7,53.346874,-6.272976,Pub
8,309,JJ's Bar,0.9958582078893998,8.3,53.346874,-6.272976,Cocktail Bar
9,311,Slattery's,0.9900882630180811,7.9,53.346874,-6.272976,Pub
0,184,Caffè Nero,0.9047102173726757,6.5,53.347932,-6.240928,Café
1,194,J2 Grill & Sushi,0.9374446570881774,8.0,53.347932,-6.240928,Sushi Restaurant
2,202,Boca Coffee,0.9496700848353281,6.7,53.347932,-6.240928,Coffee Shop
3,217,MV Cill Airne,0.9708646348081922,7.6,53.347932,-6.240928,Bar
4,228,SPROUT Kitchen,0.9489845468308149,,53.347932,-6.240928,Salad Restaurant
5,238,3Fe,0.9804336027878545,,53.347932,-6.240928,Coffee Shop
6,282,Drunken Fish,0.9775771944357166,7.6,53.347932,-6.240928,Bar
7,282,The Diving Bell,0.9819474992144877,6.4,53.347932,-6.240928,Government Building
8,293,Gerard's,0.969722071467337,7.5,53.347932,-6.240928,Coffee Shop
9,317,Insomnia,0.9319889171355937,6.4,53.347932,-6.240928,Café
0,37,Milano,0.9348738895712531,6.3,53.334432,-6.245575,Pizzeria
1,47,Bar Eile,0.8997686309234768,,53.334432,-6.245575,Bar
2,49,The Wellington,0.9533834156931075,6.5,53.334432,-6.245575,Lounge
3,84,Angelina's,0.9421006027021623,7.4,53.334432,-6.245575,Italian Restaurant
4,149,Insomnia,0.973778171327373,5.9,53.334432,-6.245575,Coffee Shop
5,155,Smyths (Haddington Road),0.9305892770430461,7.8,53.334432,-6.245575,Pub
6,195,The Waterloo Bar,0.9730640692393384,7.5,53.334432,-6.245575,Lounge
7,206,The 51 Bar,0.9633522808420691,7.6,53.334432,-6.245575,Lounge
8,217,Searson's,0.9847753434831044,8.0,53.334432,-6.245575,Pub
9,244,Starbucks,0.9494130080836356,7.7,53.334432,-6.245575,Coffee Shop
0,119,Tailors' Hall,0.9724927875689109,,53.343565,-6.275071,Beer Garden
1,126,The Thomas House,0.967465508869148,7.6,53.343565,-6.275071,Pub
2,178,The Brazen Head,0.99917164157788,8.9,53.343565,-6.275071,Bar
3,262,Copper + Straw,0.9923448256162701,,53.343565,-6.275071,Coffee Shop
4,316,Underdog,0.9991145134108372,,53.343565,-6.275071,Beer Bar
5,361,Proof Pizza + Punch,0.9624096660858636,,53.343565,-6.275071,Pizzeria
6,386,Allmyfriends,0.973035505155817,,53.343565,-6.275071,Gay Bar
7,405,Bittersweet,0.9701505327201577,6.4,53.343565,-6.275071,Café
8,414,Queen of Tarts,0.9793196035305207,9.1,53.343565,-6.275071,Bakery
9,449,Urbanity Coffee,0.9921448770316205,9.3,53.343565,-6.275071,Café
0,47,The Big Tree,0.9592676168985118,6.3,53.359624,-6.260348,Pub
1,73,Auld Triangle The,0.972207146733697,,53.359624,-6.260348,Lounge
2,177,Koffee + Kale,0.9610385900768373,,53.359624,-6.260348,Coffee Shop
3,246,Le Petit Breton,0.9680367905395756,8.0,53.359624,-6.260348,Creperie
4,320,The Temple Kavanaghs Pub,0.9639235625124968,,53.359624,-6.260348,Pub
5,350,El Grito Mexican Taqueria,0.9782627324402297,8.7,53.359624,-6.260348,Mexican Restaurant
6,407,Savoy Take Away,0.9442143448827445,,53.359624,-6.260348,Fast Food Restaurant
7,433,Shouk,0.9710074552257991,8.6,53.359624,-6.260348,Restaurant
8,512,La Pausa Caffe,0.9768059641806393,9.0,53.359624,-6.260348,Café
9,519,Wood Fire Cafe,0.9695221228826874,,53.359624,-6.260348,Italian Restaurant
0,284,Wood Fire Cafe,0.9695221228826874,,53.354929,-6.269425,Italian Restaurant
1,295,La Pausa Caffe,0.9768059641806393,9.0,53.354929,-6.269425,Café
2,327,Kings Inn,0.9737496072438516,7.7,53.354929,-6.269425,Bar
3,546,Kingfisher Restaurant,0.9851466765688823,8.3,53.354929,-6.269425,Diner
4,549,McDonald's,0.9872032905824216,6.4,53.354929,-6.269425,Burger Joint
5,557,Woolshed Baa & Grill,0.9900596989345597,7.5,53.354929,-6.269425,Sports Bar
6,567,The Parnell Heritage Pub & Grill,0.9830614984718216,7.5,53.354929,-6.269425,Bar
7,580,The Black Sheep,0.9845753948984547,8.7,53.354929,-6.269425,Bar
8,589,Sabor Nordestino,0.9875746236681996,7.3,53.354929,-6.269425,Brazilian Restaurant
9,609,Murray's Bar & Grill,0.9974292324830758,8.1,53.354929,-6.269425,Pub
0,273,41 Bus Stop,0.9887457510925762,,53.350974,-6.25294,Bus Stop
1,320,The Silver Penny (JD Wetherspoon),0.9958867719729213,7.6,53.350974,-6.25294,Pub
2,378,Xi'an Street Food,0.9936016452912109,,53.350974,-6.25294,Chinese Restaurant
3,386,Pipers Corner,0.9912879545259791,7.1,53.350974,-6.25294,Pub
4,387,The Flowing Tide,0.9932303122054329,8.3,53.350974,-6.25294,Lounge
5,417,One Society,0.9738638635779371,7.6,53.350974,-6.25294,Café
6,448,Shoe Lane Coffee,0.9894598531806107,9.0,53.350974,-6.25294,Café
7,448,O'reilly's Bar & Restaurant,0.9894312890970893,7.5,53.350974,-6.25294,Pub
8,475,"Lanigans Pub, Eden Quay",0.9777485789368449,8.3,53.350974,-6.25294,Pub
9,479,Starbucks,0.9922305692821846,7.0,53.350974,-6.25294,Coffee Shop
0,288,The Well,0.9883744180067983,6.8,53.337132,-6.26059,Bar
1,327,Against the Grain,0.9810620126253249,8.7,53.337132,-6.26059,Beer Bar
2,329,The Rolling Donut,0.9936302093747322,8.0,53.337132,-6.26059,Bagel Shop
3,337,Bunsen,0.9704361735553715,9.0,53.337132,-6.26059,Burger Joint
4,347,Keavan's Port (JD Wetherspoon),0.9841183695621126,,53.337132,-6.26059,Pub
5,367,Devitt's Pub,0.9868605215801651,7.8,53.337132,-6.26059,Pub
6,397,KC Peaches,0.9749492987517495,6.6,53.337132,-6.26059,Coffee Shop
7,408,Harry's on the Green,0.9852038047359251,6.1,53.337132,-6.26059,Cocktail Bar
8,415,Cafe En Seine,0.9826901653860436,7.8,53.337132,-6.26059,Night Club
9,446,O'Donoghue's,0.9906309806049873,8.6,53.337132,-6.26059,Pub
0,102,The Storyteller,0.9394155788511526,,53.339218,-6.240642,Pub
1,122,Third Floor Espresso (3FE),0.9928304150361336,9.0,53.339218,-6.240642,Public and Social Service
2,219,"The Schoolhouse Hotel, Ballsbridge, Dublin 4",0.9590676683138621,8.4,53.339218,-6.240642,Pub
3,247,The Gasworks Bar,0.9876317518352423,6.4,53.339218,-6.240642,Bar
4,271,Art Of Coffee,0.9324173783884144,,53.339218,-6.240642,Coffee Shop
5,326,Starbucks,0.9376731697563484,6.7,53.339218,-6.240642,Coffee Shop
6,341,YOI Ramen,0.9781199120226227,,53.339218,-6.240642,Japanese Restaurant
7,349,Füdi,0.9140221086006456,6.1,53.339218,-6.240642,Café
8,351,The Art of Coffee,0.9530120826073295,8.1,53.339218,-6.240642,Café
9,355,Musashi,0.9100231369076524,8.0,53.339218,-6.240642,Japanese Restaurant
0,145,Elephant & Castle,0.9690650975463452,,53.347122,-6.234749,Restaurant
1,146,The Bottle Boy,0.9467565483161473,,53.347122,-6.234749,Pub
2,160,Ryleigh’s,0.9558113627924248,6.3,53.347122,-6.234749,Breakfast Spot
3,216,MV Cill Airne,0.9708646348081922,7.6,53.347122,-6.234749,Bar
4,261,The Diving Bell,0.9819474992144877,6.4,53.347122,-6.234749,Government Building
5,297,Boca Coffee,0.9496700848353281,6.7,53.347122,-6.234749,Coffee Shop
6,319,Sevinc'in Mutfağı,0.16164414864749063,,53.347122,-6.234749,Turkish Restaurant
7,323,Bites By Kwanghi,0.9421291667856837,,53.347122,-6.234749,Restaurant
8,341,Mackenzie's,0.9542403381987489,7.4,53.347122,-6.234749,Modern European Restaurant
9,346,Milano,0.9683509954583107,6.8,53.347122,-6.234749,Pizzeria
0,324,Dublin Bus Stop No. 190,0.8869719215058984,,53.355173,-6.278424,Bus Stop
1,338,McGowan's,0.9494987003341998,6.8,53.355173,-6.278424,Pub
2,365,Kale + Coco,0.9249335885058128,,53.355173,-6.278424,Vegan and Vegetarian Restaurant
3,420,Cumiskeys,0.9732925819075094,,53.355173,-6.278424,Real Estate Service
4,483,Kerala Kitchen,0.9853751892370534,,53.355173,-6.278424,Indian Restaurant
5,493,Ramen Co,0.9547830557856551,,53.355173,-6.278424,Ramen Restaurant
6,505,The Little Cactus,0.9357879402439373,,53.355173,-6.278424,Café
7,512,The Back Page,0.9669227912822417,8.7,53.355173,-6.278424,Arts and Entertainment
8,521,Slice,0.9616669999143077,8.4,53.355173,-6.278424,Restaurant
9,521,V-Face,0.963409409009112,,53.355173,-6.278424,Vegan and Vegetarian Restaurant
0,81,Bonobo,0.9938872861264246,8.5,53.350291,-6.273507,Bar
1,301,The Black Sheep,0.9845753948984547,8.7,53.350291,-6.273507,Bar
2,333,JJ's Bar,0.9958582078893998,8.3,53.350291,-6.273507,Cocktail Bar
3,337,Old Jameson Distillery,0.9988860007426662,8.9,53.350291,-6.273507,Tour Provider
4,349,Bullet Duck And Dumplings,0.9676083292867549,,53.350291,-6.273507,Chinese Restaurant
5,377,Slattery's,0.9900882630180811,7.9,53.350291,-6.273507,Pub
6,421,V-Face,0.963409409009112,,53.350291,-6.273507,Vegan and Vegetarian Restaurant
7,426,Woolshed Baa & Grill,0.9900596989345597,7.5,53.350291,-6.273507,Sports Bar
8,430,McNeills,0.9868319574966438,8.6,53.350291,-6.273507,Pub
9,473,The Boars Head,0.984746779399583,6.7,53.350291,-6.273507,Pub
0,59,The Five Lamps,0.990231083435688,6.3,53.354845,-6.247579,Bar
1,254,Lloyds,0.9501556742551915,,53.354845,-6.247579,Pub
2,292,Bridge Tavern,0.9730069410722957,,53.354845,-6.247579,Pub
3,381,Cloud Cafe,0.9649233054357451,7.5,53.354845,-6.247579,Café
4,429,Graingers,0.9804621668713759,6.5,53.354845,-6.247579,Pub
5,461,"Laine, My Love.",0.9575823359707504,8.6,53.354845,-6.247579,Café
6,492,IL Capo Italian Pizza & Pasta,0.9680939187066183,8.6,53.354845,-6.247579,Pizzeria
7,573,Harbour Master Bar & Restaurant,0.9718929418149619,5.9,53.354845,-6.247579,Arts and Entertainment
8,578,The Brew Dock,0.9963723613927847,8.4,53.354845,-6.247579,Bar
9,601,Savoy Take Away,0.9442143448827445,,53.354845,-6.247579,Fast Food Restaurant
0,144,Angelina's,0.9421006027021623,7.4,53.335742,-6.24551,Italian Restaurant
1,188,Smyths (Haddington Road),0.9305892770430461,7.8,53.335742,-6.24551,Pub
2,190,Bar Eile,0.8997686309234768,,53.335742,-6.24551,Bar
3,228,The 51 Bar,0.9633522808420691,7.6,53.335742,-6.24551,Lounge
4,310,The Waterloo Bar,0.9730640692393384,7.5,53.335742,-6.24551,Lounge
5,326,Searson's,0.9847753434831044,8.0,53.335742,-6.24551,Pub
6,376,Starbucks,0.9494130080836356,7.7,53.335742,-6.24551,Coffee Shop
7,401,Füdi,0.9140221086006456,6.1,53.335742,-6.24551,Café
8,431,"The Schoolhouse Hotel, Ballsbridge, Dublin 4",0.9590676683138621,8.4,53.335742,-6.24551,Pub
9,461,FXB Steak & Seafood,0.9526407495215516,8.1,53.335742,-6.24551,Seafood Restaurant
0,162,Pause Cafe',0.8851438201605302,6.6,53.343653,-6.231755,Café
1,169,Bites By Kwanghi,0.9421291667856837,,53.343653,-6.231755,Restaurant
2,178,BrewDog Outpost Dublin,0.9919734925304922,7.6,53.343653,-6.231755,Beer Bar
3,244,Mackenzie's,0.9542403381987489,7.4,53.343653,-6.231755,Modern European Restaurant
4,265,Windmill Lane Recording Studios,0.9697506355508584,7.5,53.343653,-6.231755,Recording Studio
5,319,The Yacht,0.9124510840069696,7.3,53.343653,-6.231755,Bar
6,330,Ferrari Takeaway,0.8878288440115399,7.3,53.343653,-6.231755,Fast Food Restaurant
7,349,The Oarsman,0.9513553657630895,8.3,53.343653,-6.231755,Pub
8,350,Charlotte Quay,0.9784626810248793,7.7,53.343653,-6.231755,Restaurant
9,357,Milano,0.9683509954583107,6.8,53.343653,-6.231755,Pizzeria
0,273,Windjammer Bar The,0.9657802279413865,6.5,53.347884,-6.248048,Lounge
1,311,The Brew Dock,0.9963723613927847,8.4,53.347884,-6.248048,Bar
2,411,O'reilly's Bar & Restaurant,0.9894312890970893,7.5,53.347884,-6.248048,Pub
3,415,Bread 41,0.989631237681739,8.2,53.347884,-6.248048,Bakery
4,422,Cloud Picker,0.9731497614899026,8.0,53.347884,-6.248048,Coffee Shop
5,473,Shoe Lane Coffee,0.9894598531806107,9.0,53.347884,-6.248048,Café
6,508,41 Bus Stop,0.9887457510925762,,53.347884,-6.248048,Bus Stop
7,579,The Silver Penny (JD Wetherspoon),0.9958867719729213,7.6,53.347884,-6.248048,Pub
8,632,Chaplins Bar,0.987003341997772,6.2,53.347884,-6.248048,Bar
9,641,"Lanigans Pub, Eden Quay",0.9777485789368449,8.3,53.347884,-6.248048,Pub
0,17,The Ivy Dublin,0.9868890856636865,8.3,53.341288,-6.258117,English Restaurant
1,63,Carluccio's,0.9774343740181096,8.1,53.341288,-6.258117,Italian Restaurant
2,76,Cafe En Seine,0.9826901653860436,7.8,53.341288,-6.258117,Night Club
3,89,Kehoe's,0.9832614470564712,8.6,53.341288,-6.258117,Lounge
4,127,Bunsen,0.9853180610700105,8.9,53.341288,-6.258117,Burger Joint
5,150,Bewley's Café & Tea Room,0.995486874803622,8.5,53.341288,-6.258117,Café
6,159,Costa Coffee,0.9921734411151418,6.6,53.341288,-6.258117,Café
7,176,KC Peaches,0.9924019537833129,7.0,53.341288,-6.258117,Restaurant
8,176,McDonald's,0.9988288725756234,6.7,53.341288,-6.258117,Burger Joint
9,186,Bruxelles,0.9904881601873804,7.6,53.341288,-6.258117,Lounge
0,136,O'reilly's Bar & Restaurant,0.9894312890970893,7.5,53.347508,-6.252192,Pub
1,195,Shoe Lane Coffee,0.9894598531806107,9.0,53.347508,-6.252192,Café
2,275,41 Bus Stop,0.9887457510925762,,53.347508,-6.252192,Bus Stop
3,301,Bread 41,0.989631237681739,8.2,53.347508,-6.252192,Bakery
4,337,The Silver Penny (JD Wetherspoon),0.9958867719729213,7.6,53.347508,-6.252192,Pub
5,361,Chaplins Bar,0.987003341997772,6.2,53.347508,-6.252192,Bar
6,396,J. R. Mahon's,0.9930589277043046,,53.347508,-6.252192,Pub
7,403,Doyles Pub,0.9905452883544231,7.4,53.347508,-6.252192,Pub
8,413,Pipers Corner,0.9912879545259791,7.1,53.347508,-6.252192,Pub
9,423,River Bar,0.9954011825530578,6.7,53.347508,-6.252192,Pub
0,99,Old Royal Oak,0.9652375103544802,8.2,53.341805,-6.305085,Bar
1,122,Lady's Lane,0.6735982176011883,,53.341805,-6.305085,Beer Garden
2,182,The Patriots Inn,0.9683224313747893,6.8,53.341805,-6.305085,Karaoke Bar
3,193,Urban8,0.9848610357336685,,53.341805,-6.305085,Pub
4,193,Carrigans,0.6483761318518095,,53.341805,-6.305085,Lounge
5,204,Brambles Deli Cafe,0.21128852580764945,,53.341805,-6.305085,Café
6,216,Cinnamon Restaurant @ Hilton Dublin Kilmainham Hotel,0.9728355565711674,,53.341805,-6.305085,Restaurant
7,227,Broyage Bar & Bistro,0.9718358136479192,,53.341805,-6.305085,Hotel Bar
8,248,Savage Street Food / The Flying Dog,0.9523551086863378,,53.341805,-6.305085,Food Truck
9,284,Broyage Bar & Bistro,,,53.341805,-6.305085,Restaurant
0,33,Mount Brown Bus Stop,0.3967836841954926,,53.341645,-6.29719,Bus Stop
1,59,Runcible Spoon Theatre Company,,,53.341645,-6.29719,Music Venue
2,98,Murrays Pub and Lounge,,,53.341645,-6.29719,Arts and Entertainment
3,99,Cooper’s Corner,0.9662372532777286,,53.341645,-6.29719,Pub
4,198,Kennys (James's St.),,,53.341645,-6.29719,Bar
5,315,Subway,0.32894398583221457,5.5,53.341645,-6.29719,Deli
6,358,Insomnia,0.9428718329572395,,53.341645,-6.29719,Coffee Shop
7,395,Carrigans,0.6483761318518095,,53.341645,-6.29719,Lounge
8,399,Savage Street Food / The Flying Dog,0.9523551086863378,,53.341645,-6.29719,Food Truck
9,425,Old Royal Oak,0.9652375103544802,8.2,53.341645,-6.29719,Bar
0,38,Harkins Bar,0.9698077637179011,7.4,53.342296,-6.287661,Bar
1,72,"Gravity Bar, Guinness Factory",0.9993715901625296,8.7,53.342296,-6.287661,Bar
2,72,Cooperage Cafe,0.967694021537319,6.7,53.342296,-6.287661,Café
3,76,Guinness Storehouse,0.9999428718329573,9.0,53.342296,-6.287661,Brewery
4,78,Connoisseur Bar,0.994515695963895,8.4,53.342296,-6.287661,Bar
5,84,1837 Bar & Brasserie,0.9959153360564427,7.6,53.342296,-6.287661,Restaurant
6,118,Open Gate Brewery,0.9618098203319146,8.5,53.342296,-6.287661,Brewery
7,119,The Old Harbour,0.8861435630837785,,53.342296,-6.287661,Pub
8,125,Groundstate Coffee,0.9783769887743152,8.2,53.342296,-6.287661,Café
9,169,St. James’s Gate Brewery,0.9759204775914765,,53.342296,-6.287661,Brewery
0,122,The Landmark,0.9778628352709303,7.6,53.337757,-6.267699,Pub
1,131,The Lucky Duck,0.9776343226027593,7.7,53.337757,-6.267699,Pub
2,145,Bunsen,0.9704361735553715,9.0,53.337757,-6.267699,Burger Joint
3,165,Against the Grain,0.9810620126253249,8.7,53.337757,-6.267699,Beer Bar
4,240,Keavan's Port (JD Wetherspoon),0.9841183695621126,,53.337757,-6.267699,Pub
5,278,Meet Me In The Morning,0.9746922220000571,8.4,53.337757,-6.267699,Coffee Shop
6,286,Devitt's Pub,0.9868605215801651,7.8,53.337757,-6.267699,Pub
7,325,Dicey's Garden,0.9920591847810563,7.4,53.337757,-6.267699,Night Club
8,390,Chimac,0.9744065811648434,8.7,53.337757,-6.267699,Fried Chicken Joint
9,417,Kavanagh's,0.9573538233025793,,53.337757,-6.267699,Pub
0,154,The Temple Kavanaghs Pub,0.9639235625124968,,53.358115,-6.265601,Pub
1,168,Wasabi Bar & Grill,0.9675226370361907,,53.358115,-6.265601,Brazilian Restaurant
2,199,Clement & Pekoe,0.9435573709617527,,53.358115,-6.265601,Café
3,212,Wood Fire Cafe,0.9695221228826874,,53.358115,-6.265601,Italian Restaurant
4,215,La Pausa Caffe,0.9768059641806393,9.0,53.358115,-6.265601,Café
5,282,Koffee + Kale,0.9610385900768373,,53.358115,-6.265601,Coffee Shop
6,313,Auld Triangle The,0.972207146733697,,53.358115,-6.265601,Lounge
7,366,The Big Tree,0.9592676168985118,6.3,53.358115,-6.265601,Pub
8,386,Botanicals,0.9511554171784399,,53.358115,-6.265601,Restaurant
9,403,Koffee + Kale,0.9455854208917707,6.5,53.358115,-6.265601,Coffee Shop
0,16,il Valentino,0.9883172898397555,8.3,53.342638,-6.238695,Bakery
1,27,Caffè Nero,0.9536976206118427,,53.342638,-6.238695,Coffee Shop
2,33,Nutbutter,0.9587820274786484,,53.342638,-6.238695,Restaurant
3,50,The Art of Coffee,0.9530120826073295,8.1,53.342638,-6.238695,Café
4,114,Cafe Bar H,0.9328172755577138,5.4,53.342638,-6.238695,Bar
5,123,Charlotte Quay,0.9784626810248793,7.7,53.342638,-6.238695,Restaurant
6,198,The South Strand (JD Wetherspoon),0.9860892913250878,,53.342638,-6.238695,Pub
7,216,Milano,0.9683509954583107,6.8,53.342638,-6.238695,Pizzeria
8,268,YOI Ramen,0.9781199120226227,,53.342638,-6.238695,Japanese Restaurant
9,271,Mackenzie's,0.9542403381987489,7.4,53.342638,-6.238695,Modern European Restaurant
0,226,Art Of Coffee,0.9324173783884144,,53.339434,-6.246548,Coffee Shop
1,258,Note,0.9628666914222057,,53.339434,-6.246548,Wine Bar
2,296,Third Floor Espresso (3FE),0.9928304150361336,9.0,53.339434,-6.246548,Public and Social Service
3,322,Steam,0.9767774000971179,,53.339434,-6.246548,Coffee Shop
4,336,The Ginger Man,0.9693793024650804,8.0,53.339434,-6.246548,Lounge
5,392,Wabler & Wren,0.9610957182438802,,53.339434,-6.246548,Café
6,401,Kennedy's,0.971607300979748,7.6,53.339434,-6.246548,Lounge
7,427,Toners Pub,0.9709788911422776,8.2,53.339434,-6.246548,Beer Bar
8,433,Il Caffe di Napoli,0.962581050586992,7.5,53.339434,-6.246548,Coffee Shop
9,446,The Pig & Heifer,0.9860607272415665,7.6,53.339434,-6.246548,Café
0,173,Harry's on the Green,0.9852038047359251,6.1,53.339334,-6.264699,Cocktail Bar
1,200,Peter's Pub,0.9891456482618756,7.0,53.339334,-6.264699,Pub
2,204,Chimac,0.9744065811648434,8.7,53.339334,-6.264699,Fried Chicken Joint
3,211,The Hairy Lemon,0.9914307749435859,7.9,53.339334,-6.264699,Lounge
