,distance,name,review_count,rating,latitude,longitude,category
18,221.2246866914029,Xico,26,3.0,53.336074,-6.252825,Cocktail Bars
19,223.59125731463698,Doheny & Nesbitt,66,4.5,53.336074,-6.252825,Pubs
0,67.96078412961383,I Monelli Authentic Italian Restaurant,10,4.0,53.330091,-6.268044,Italian
1,145.32057271078818,Thirty Four,1,4.0,53.330091,-6.268044,Cafes
2,199.2172318818612,Lower Deck,7,3.0,53.330091,-6.268044,Pubs
3,234.5984424925504,Grove Road,56,4.5,53.330091,-6.268044,Cafes
4,238.1417544935089,Tasty Grill,4,3.0,53.330091,-6.268044,Indian
5,238.1417544935089,Punjab Pantry,1,1.0,53.330091,-6.268044,Indian
6,239.15414394207488,K O Kebabish,1,3.0,53.330091,-6.268044,British
7,241.95907266647976,The Bretzel Bakery,35,4.5,53.330091,-6.268044,Bakeries
8,244.4041985744934,Richmond,37,4.5,53.330091,-6.268044,Irish
9,248.37466916599786,Locks,15,4.5,53.330091,-6.268044,Irish
10,250.7622498833412,Wall & Keogh,73,4.5,53.330091,-6.268044,Tea Rooms
11,251.86577329240873,Aprile,25,4.0,53.330091,-6.268044,Burgers
12,253.80900110117344,Vertigo Restaurant,1,4.0,53.330091,-6.268044,Irish
13,257.1250687600589,Tandoori Bite,5,2.5,53.330091,-6.268044,Indian
14,261.9676805312467,Rotana Café,53,4.0,53.330091,-6.268044,Lebanese
15,263.0756978146314,One Bistro,7,4.5,53.330091,-6.268044,Irish
16,265.4524016817079,Viva,44,4.5,53.330091,-6.268044,Spanish
17,266.78606407690916,Sahil,1,4.0,53.330091,-6.268044,Halal
18,269.25564148098726,O'Connells,24,4.5,53.330091,-6.268044,Pubs
19,281.6640594869857,Portobello Bar,6,2.5,53.330091,-6.268044,Pubs
0,60.02366578100276,China House,5,3.0,53.350929,-6.265125,Dim Sum
1,60.882708387586185,Central Cafe,6,3.5,53.350929,-6.265125,Fast Food
2,67.64363116846147,Bennys,2,4.0,53.350929,-6.265125,British
3,98.93112490531219,Esquires Coffee,9,3.5,53.350929,-6.265125,Coffee & Tea
4,120.31975992691342,Made in Brazil,5,4.0,53.350929,-6.265125,Brazilian
5,127.00959394342706,Coin de Mire,1,4.0,53.350929,-6.265125,Halal
6,134.42991978595862,Spicy Bite,5,3.5,53.350929,-6.265125,Indian
7,136.14549464946285,Green Island Chinese Restaurant,1,4.0,53.350929,-6.265125,Chinese
8,144.31360463563587,Kingfisher Take Away,1,2.0,53.350929,-6.265125,Fast Food
9,151.32435381813715,Uncle's,2,4.0,53.350929,-6.265125,Polish
10,154.2184067500057,Moreish Superfoods,3,5.0,53.350929,-6.265125,Food Stands
11,155.6922139084222,Cucina,14,3.5,53.350929,-6.265125,Italian
12,157.69475113927223,Kingfisher,59,4.0,53.350929,-6.265125,Guest Houses
13,160.03488781114712,Dublin Food Court,3,3.0,53.350929,-6.265125,Food Court
14,161.51740785276206,Blas Café,23,4.5,53.350929,-6.265125,Cafes
15,161.92017753676055,The Woolshed Baa & Grill,84,3.5,53.350929,-6.265125,Sports Bars
16,178.99650418224323,U Wuja / Uncle's,1,4.0,53.350929,-6.265125,Polish
17,185.57156235041873,Eddie Rocket's,37,3.0,53.350929,-6.265125,American (Traditional)
18,187.1713119832919,Reflection Cafe Brasserie,2,3.5,53.350929,-6.265125,Brasseries
19,192.7367239969531,Quigleys Cafe,7,3.5,53.350929,-6.265125,Cafes
0,27.549806981042405,The Candy Shop,3,4.0,53.341515,-6.256853,Sandwiches
1,75.2027074427478,The Ivy,37,3.5,53.341515,-6.256853,Breakfast & Brunch
2,80.98256280433662,Tower Cafe,6,4.0,53.341515,-6.256853,Cafes
3,82.61217568222807,Brewbaker,10,3.5,53.341515,-6.256853,Delis
4,98.78884465403867,Dunne & Crescenzi,100,4.0,53.341515,-6.256853,Italian
5,102.85826433378091,Marco Pierre White,82,4.0,53.341515,-6.256853,Steakhouses
6,102.81210948760045,Featherblade,108,4.5,53.341515,-6.256853,Steakhouses
7,107.27219491464317,City Florist & Café,2,2.5,53.341515,-6.256853,Florists
8,118.22319170474191,Carluccio's,122,3.5,53.341515,-6.256853,Coffee & Tea
9,119.61967440283935,One Pico,35,4.5,53.341515,-6.256853,French
10,120.46250829718693,Yum Thai,35,3.0,53.341515,-6.256853,Thai
11,122.7133327932372,café des amis,1,3.0,53.341515,-6.256853,Cafes
12,127.07029326658977,KC Peaches Cafe Nassau Street,76,3.5,53.341515,-6.256853,Delis
13,130.37090284740438,The Kilkenny Café,45,4.0,53.341515,-6.256853,Sandwiches
14,132.49131042905472,Dublin Literary Pub Crawl,47,4.5,53.341515,-6.256853,Tours
15,135.70154805418358,O'Briens Sandwich Café,2,4.5,53.341515,-6.256853,Cafes
16,136.22497560369686,Jolys Cafe,3,4.0,53.341515,-6.256853,Irish
17,136.22497560369686,Brambles Deli Café,3,2.5,53.341515,-6.256853,Cafes
18,136.13827359862546,Maneki,5,4.5,53.341515,-6.256853,Japanese
19,138.06480550056315,The Duke,84,4.0,53.341515,-6.256853,Pubs
0,85.70518576549202,The Wiley Fox,7,3.5,53.348279,-6.254662,Wine Bars
1,98.97038610653875,The Workshop,9,4.0,53.348279,-6.254662,Pubs
2,124.00805919232208,Darkhorse Inn,4,4.5,53.348279,-6.254662,Pubs
3,135.0969204531747,O'Reilly's,55,4.0,53.348279,-6.254662,Pubs
4,163.12907504753244,Mulligan's,52,4.0,53.348279,-6.254662,Pubs
5,168.8529664206078,The Vintage Kitchen,88,4.5,53.348279,-6.254662,Irish
6,170.40016189125515,Red Rose Café,5,4.5,53.348279,-6.254662,Cafes
7,184.2270869552228,Jaffa on the Quay,13,3.5,53.348279,-6.254662,Coffee & Tea
8,187.40717947703058,Art Cafe Dublin,21,4.5,53.348279,-6.254662,Cafes
9,189.75790830096773,Le Phare,7,3.5,53.348279,-6.254662,Delis
10,201.8355464399927,Lanigans,22,4.5,53.348279,-6.254662,Bars
11,204.54602965168988,Del Rio's Cafe,3,4.5,53.348279,-6.254662,Irish
12,206.57667089709398,Rasher's,4,4.0,53.348279,-6.254662,Breakfast & Brunch
13,215.36086293485604,The Flowing Tide,9,4.0,53.348279,-6.254662,Pubs
14,215.77220799747394,J's Noodle & Sushi House,3,3.5,53.348279,-6.254662,Asian Fusion
15,216.49885109043632,Japanese kitchen by J2 sushi,9,4.5,53.348279,-6.254662,Japanese
16,218.37311256489957,Jimmy Chungs,39,2.5,53.348279,-6.254662,Chinese
