,name,latitude,longitude,review_count,rating_avg,distance_avg,category
1900,Aobaba Bubble Tea & Juicy Bar Restaurant,53.348875,-6.267459,49.0,4.0,90.4958146002292,Vietnamese
1901,Makati Avenue,53.348875,-6.267459,13.0,3.5,96.01183684423044,Filipino
1902,Kopitiam Dublin,53.348875,-6.267459,14.0,4.5,96.15995197696635,Malaysian
1903,El Gringo Burrito,53.348875,-6.267459,1.0,4.0,96.66537952989208,Mexican
1904,Polsmak,53.348875,-6.267459,1.0,4.0,96.66537952989208,Grocery
1905,Krewe,53.348875,-6.267459,6.0,4.5,97.00514671488416,Cajun/Creole
1906,The Virgin Mary Bar,53.348875,-6.267459,3.0,5.0,100.19035905354004,Bars
1907,New Star,53.348875,-6.267459,5.0,4.0,101.74596169541812,Chinese
1908,Marrakesh Restaurant,53.348875,-6.267459,1.0,5.0,103.45300903461828,Middle Eastern
1909,Hot Bubble Cafe,53.348875,-6.267459,3.0,5.0,104.96750162423976,Cafes
1910,M Hughes,53.346874,-6.272976,8.0,4.5,48.06599795201341,Pubs
1911,Fegans,53.346874,-6.272976,3.0,4.0,82.31117681758242,Irish
1912,Rico Loco,53.346874,-6.272976,1.0,4.0,92.03655932276544,Cafes
1913,Brendans Coffee Shop,53.346874,-6.272976,5.0,4.5,138.1273753450352,Coffee & Tea
1914,The Legal Eagle,53.346874,-6.272976,10.0,4.0,141.93785020810003,Pubs
1915,Chancery Inn,53.346874,-6.272976,3.0,3.5,151.04977160489963,Pubs
1916,Country Cafe,53.346874,-6.272976,7.0,3.5,151.97689074717124,Cafes
1917,The Halo Restaurant,53.346874,-6.272976,1.0,4.0,163.6766364928293,Modern European
1918,Just Wing It,53.346874,-6.272976,1.0,3.0,173.21845295671574,Chicken Wings
1919,Oxmantown,53.346874,-6.272976,39.0,4.5,190.5270857129311,Cafes
1920,Jades Chinese Restaurant,53.346874,-6.272976,1.0,4.0,191.2916355579209,Chinese
1921,Sin É,53.346874,-6.272976,29.0,4.0,201.5564450174597,Pubs
1922,D One Restaurant,53.346874,-6.272976,1.0,4.0,216.4968918889333,Irish
1923,Out on the Liffey,53.346874,-6.272976,1.0,2.0,228.3867696931396,Pubs
1924,Hacienda Bar,53.346874,-6.272976,24.0,5.0,238.46406607221533,Pubs
1925,Chocoholics Cafe,53.346874,-6.272976,1.0,4.0,252.02794178476452,Creperies
1926,O'Sheas Merchant,53.346874,-6.272976,65.0,4.0,274.6936253561035,Irish Pub
1927,Bagots Hutton,53.346874,-6.272976,8.0,3.0,291.38544415013064,Wine Bars
1928,Bullet Restaurant,53.346874,-6.272976,1.0,5.0,291.6097323479232,Chinese
1929,Grattan Gourmet Coffee,53.346874,-6.272976,3.0,3.5,293.94292740746766,Desserts
1930,Spencer Dock Food Market,53.347932,-6.240928,1.0,4.0,148.0491510530275,Food Stands
1931,East Restaurant,53.347932,-6.240928,18.0,3.5,170.48890444082832,Asian Fusion
1932,Eddie Rocket's,53.347932,-6.240928,22.0,3.5,173.1027300184311,Diners
1933,Milano,53.347932,-6.240928,17.0,3.0,186.2856593949563,Italian
1934,Munchies,53.347932,-6.240928,10.0,4.0,186.67960454934664,Food Delivery Services
1935,Ferryman Town House,53.347932,-6.240928,35.0,3.5,204.2703170751284,Pubs
1936,Chaska,53.347932,-6.240928,1.0,5.0,212.5824054576606,Indian
1937,Lagoona,53.347932,-6.240928,13.0,3.5,229.7899103978565,Pubs
1938,Musashi IFSC,53.347932,-6.240928,51.0,4.5,231.5491778630285,Sushi Bars
1939,Il Fornaio,53.347932,-6.240928,27.0,3.5,251.25865032597125,Italian
1940,La Corte IFSC,53.347932,-6.240928,1.0,5.0,253.18401559604857,Sandwiches
1941,Stir Restaurant,53.347932,-6.240928,6.0,1.5,254.07596956019557,Modern European
1942,Broadway New York Eatery,53.347932,-6.240928,13.0,4.5,256.067611400675,Pizza
1943,Caffe Parigi   Parigi by Night,53.347932,-6.240928,11.0,4.0,262.08025250459514,Italian
1944,The Audi Club,53.347932,-6.240928,2.0,2.5,275.2449149351839,Bars
1945,Gerard’s,53.347932,-6.240928,2.0,5.0,291.3161847814115,Cafes
1946,Subway,53.347932,-6.240928,1.0,5.0,295.7399891957683,Sandwiches
1947,Kanum,53.334432,-6.245575,48.0,3.5,64.41821598669814,Thai
1948,Keshk Cafe & Restaurant,53.334432,-6.245575,49.0,4.5,65.6913328603648,Mediterranean
1949,Kerala Kitchen,53.334432,-6.245575,30.0,4.5,71.97410796442477,Indian
1950,Chopped,53.334432,-6.245575,1.0,4.0,74.33658332597378,Salad
1951,Beshoff Bros,53.334432,-6.245575,30.0,3.5,75.18210117543045,Fish & Chips
1952,O'Briens Sandwich Café,53.334432,-6.245575,8.0,2.5,78.70627365684497,Sandwiches
1953,No. 8,53.334432,-6.245575,3.0,3.5,86.92614277198432,Newspapers & Magazines
1954,Burger King,53.334432,-6.245575,5.0,3.0,88.08131468956745,Fast Food
1955,Zakura Izakaya,53.334432,-6.245575,18.0,3.5,91.83482016207638,Japanese
1956,Cocu,53.334432,-6.245575,25.0,4.0,92.64033870585352,Gluten-Free
1957,Boojum,53.334432,-6.245575,2.0,3.0,100.15153010467328,Mexican
1958,Bloom Brasserie,53.334432,-6.245575,44.0,4.5,101.30262836606954,Brasseries
1959,Cavern on Baggot Street,53.334432,-6.245575,19.0,4.5,106.41145781864718,Wine Bars
1960,Bagel Factory,53.334432,-6.245575,4.0,3.5,111.02103374747198,Sandwiches
1961,Asador,53.334432,-6.245575,35.0,4.0,125.25615888195884,Steakhouses
1962,High Nelly's,53.334432,-6.245575,6.0,2.5,138.34179908250036,Coffee & Tea
1963,The Riddler,53.343565,-6.275071,24.0,4.5,50.50804380363729,Irish
1964,P Borza,53.343565,-6.275071,1.0,2.0,78.20569251550917,Fish & Chips
1965,Piedescalso,53.343565,-6.275071,3.0,3.0,94.915747173824,Cafes
1966,Caffe Noto,53.343565,-6.275071,23.0,3.5,101.43310000563764,Coffee & Tea
1967,Bounceback Cafe,53.343565,-6.275071,1.0,5.0,106.80719365248244,Tex-Mex
1968,Belly Bites Cafe,53.343565,-6.275071,3.0,3.5,106.80719365248244,Mexican
1969,The Beer Market,53.343565,-6.275071,48.0,4.0,111.1307676685621,Pubs
1970,Dragon Inn,53.343565,-6.275071,6.0,2.5,120.34109911274592,Fast Food
1971,Thomas House,53.343565,-6.275071,30.0,4.5,135.57129631938108,Music Venues
1972,Drop Dead Twice,53.343565,-6.275071,4.0,4.5,135.9337180193282,Cocktail Bars
1973,Curry & Kebab,53.343565,-6.275071,14.0,4.0,139.864775889593,Indian
1974,O'Sheas Merchant,53.343565,-6.275071,65.0,4.0,165.1778989187823,Irish Pub
1975,Tivoli Backstage,53.343565,-6.275071,2.0,4.5,168.8655694626315,Pubs
1976,Out on the Liffey,53.343565,-6.275071,1.0,2.0,172.3581609074434,Pubs
1977,Tom Kennedy's,53.343565,-6.275071,5.0,4.0,173.07376830162067,Pubs
1978,D One Restaurant,53.343565,-6.275071,1.0,4.0,177.81586265316778,Irish
1979,The Liberty Belle,53.343565,-6.275071,3.0,4.5,222.71512598537265,Pubs
1980,Vincenzo's Pizzeria,53.343565,-6.275071,8.0,3.5,235.2623737174468,Pizza
1981,Mother Red Caps,53.343565,-6.275071,1.0,3.0,236.4034413972961,Pubs
1982,Spice & Rice,53.359624,-6.260348,12.0,3.5,69.61240734584536,Indian
1983,Favourite Fried Chicken,53.359624,-6.260348,1.0,3.0,88.05231647547413,Soul Food
1984,Aurora Bar and Grill,53.359624,-6.260348,3.0,3.0,92.60519441890972,Gastropubs
1985,Joxer Dalys,53.359624,-6.260348,2.0,4.5,92.60519441890972,Pubs
1986,Auld Triangle,53.359624,-6.260348,3.0,3.0,106.7613228764306,Pubs
1987,O'Maras Red Parrot,53.359624,-6.260348,3.0,3.5,169.29808959820772,Pubs
1988,The Hideout House,53.359624,-6.260348,1.0,5.0,219.56766549256412,Pubs
1989,Apache Pizza,53.359624,-6.260348,10.0,3.5,261.10395156307004,Pizza
1990,Ruposhi Indian Restaurant,53.359624,-6.260348,10.0,4.0,265.0017628736624,Indian
1991,Wasabi Bar Grill,53.359624,-6.260348,6.0,2.5,294.3551518893069,Sushi Bars
1992,Diep At Home,53.359624,-6.260348,11.0,3.5,321.3010039751581,Thai
1993,Phil Ryan's,53.359624,-6.260348,1.0,3.0,322.34813542150727,Pubs
1994,Mc Graths Pub,53.359624,-6.260348,5.0,4.0,349.5073300349132,Pubs
1995,Independent Pizza,53.359624,-6.260348,35.0,4.0,372.7963316629789,Pizza
1996,Bleecker Street Cafe Bar,53.359624,-6.260348,56.0,4.5,383.7659383379369,American (New)
1997,Pasha,53.359624,-6.260348,7.0,4.0,384.415548637084,Turkish
1998,Wasabi Restaurant Sushi Bar,53.359624,-6.260348,4.0,3.0,390.0238173023735,Sushi Bars
1999,La Vita Cafe,53.359624,-6.260348,1.0,3.0,390.0238173023735,Coffee & Tea
2000,Akanchawa's Honey Pot,53.354929,-6.269425,2.0,3.0,100.82346912187056,African
2001,T O Brennan,53.354929,-6.269425,2.0,4.5,142.4811438762331,Pubs
2002,Dec Gallagher's,53.354929,-6.269425,1.0,5.0,164.51398686700236,Pubs
2003,Mizzoni Pizza Pasta,53.354929,-6.269425,2.0,3.5,173.9064840970415,Fast Food
2004,DELISUZ,53.354929,-6.269425,8.0,5.0,209.92090121306128,Breakfast & Brunch
2005,Welcome City,53.354929,-6.269425,1.0,5.0,227.32241500521096,Chinese
2006,Fine Fresh Food Bistro,53.354929,-6.269425,2.0,3.0,239.83097539975708,Bistros
2007,Veginity,53.354929,-6.269425,16.0,4.5,243.86811501280016,Food Trucks
2008,Delahunty's,53.354929,-6.269425,2.0,4.5,252.55069339658215,Pubs
2009,Anatolia Turkish Kebab House,53.354929,-6.269425,3.0,4.5,257.5892002931106,Turkish
2010,The Kings Inn,53.354929,-6.269425,2.0,5.0,286.9839748707765,Bars
2011,La Pausa Cafe,53.354929,-6.269425,5.0,5.0,287.41146119454083,Cafes
2012,Zagros,53.354929,-6.269425,1.0,5.0,301.42907947635865,Coffee & Tea
2013,Cakes N' More,53.354929,-6.269425,2.0,4.5,302.5502254501873,Indian
2014,Vish.Shop,53.354929,-6.269425,1.0,5.0,306.14829707600853,Seafood
2015,Kavanaghs Bar,53.354929,-6.269425,2.0,4.0,308.8241877408452,Pubs
2016,Tom Maye's,53.354929,-6.269425,1.0,3.0,311.9858626627833,Pubs
2017,Midnight Express,53.354929,-6.269425,8.0,4.0,323.6823355912674,Italian
2018,Hatch & Sons,53.354929,-6.269425,1.0,4.0,326.396112374382,Breakfast & Brunch
2039,Magic Glasses,53.337132,-6.26059,2.0,4.5,151.5025212569196,Bars
2040,Shanahan's On The Green,53.337132,-6.26059,71.0,4.5,168.87747391282636,Steakhouses
2041,Club Chonradh na Gaeilge,53.337132,-6.26059,9.0,4.0,171.026856760112,Pubs
2042,Bagel Factory,53.337132,-6.26059,2.0,4.5,181.1888578026136,Breakfast & Brunch
2043,Di Luca,53.337132,-6.26059,10.0,3.5,186.42236429144947,Italian
2044,Golden Spice Indian Restaurant,53.337132,-6.26059,1.0,2.0,217.5953597572596,Food Delivery Services
2045,Joe's Coffee,53.337132,-6.26059,21.0,4.0,217.5953597572596,Coffee & Tea
2046,Bollywood Dining,53.337132,-6.26059,3.0,2.0,220.4534572324532,Indian
2047,Quiznos,53.337132,-6.26059,2.0,2.0,225.75068796243173,Sandwiches
2048,Wishbone,53.337132,-6.26059,33.0,4.5,231.5558149406825,Chicken Wings
2049,Dicey's Garden,53.337132,-6.26059,104.0,2.5,234.90742711243692,Bars
2050,O'Brien's Irish Sandwich Bar,53.337132,-6.26059,2.0,3.0,238.2704015895193,Coffee & Tea
2051,Green Bench Café,53.337132,-6.26059,101.0,5.0,243.91191484909743,Salad
2052,Glover’s Alley,53.337132,-6.26059,16.0,4.5,258.42795736189424,French
2053,Citron Restaurant,53.337132,-6.26059,2.0,3.5,259.1217921924414,Modern European
2054,Copper Face Jacks,53.337132,-6.26059,63.0,2.5,265.38611117375285,Dance Clubs
2055,East Side Tavern,53.337132,-6.26059,19.0,3.0,270.9375122756924,Gastropubs
2056,Chapter & Verse,53.337132,-6.26059,3.0,3.5,271.6544510507108,Convenience Stores
2057,Dandelion,53.337132,-6.26059,37.0,2.5,272.62864290310085,Bars
2058,Perc Up Cafe,53.337132,-6.26059,4.0,2.5,275.6822971172233,Cafes
2059,OCB's Sandwich Bar,53.339218,-6.240642,1.0,5.0,94.71822034379798,Cafes
2060,Becky Morgans,53.339218,-6.240642,5.0,4.0,115.0532732817557,Pubs
2061,Osteria Lucio,53.339218,-6.240642,37.0,4.0,123.71677618727348,Italian
2062,Oil Can Harrys,53.339218,-6.240642,15.0,3.5,198.6679883513191,Brasseries
2063,Mamma Mia,53.339218,-6.240642,26.0,4.5,206.26147546404127,Italian
2064,Café Jago's,53.339218,-6.240642,1.0,5.0,212.1845872234184,Cafes
2065,The Schoolhouse Bar & Restaurant,53.339218,-6.240642,62.0,4.0,218.5648135974657,Gastropubs
2066,Estling & Anders,53.339218,-6.240642,4.0,3.0,229.11905165956415,Delis
2067,The Square Ball,53.339218,-6.240642,11.0,4.0,330.1240916614111,Pubs
2068,Rhubarb Cafe,53.339218,-6.240642,1.0,4.0,334.4878021089058,Cafes
2069,Salt Cellar Coffee Shop,53.339218,-6.240642,7.0,4.0,339.9069611620216,Coffee & Tea
2070,Sprout & Co,53.339218,-6.240642,5.0,5.0,345.7537915101232,Salad
2071,Flavours,53.339218,-6.240642,2.0,3.0,345.9727930956903,Delis
2072,Di Bella Cafe,53.339218,-6.240642,1.0,4.0,346.9825340631637,Italian
2073,KC Peaches Cafe Pearse Street,53.339218,-6.240642,46.0,3.5,353.89998547344425,Delis
2074,Fudi,53.339218,-6.240642,6.0,3.0,361.6673366369662,Salad
2075,Bon Espresso & News,53.339218,-6.240642,1.0,4.0,362.495333365541,Cafes
2076,Waterways Visitor Centre,53.339218,-6.240642,2.0,3.0,379.0493628315394,Visitor Centers
2077,The Audi Club,53.347122,-6.234749,2.0,2.5,144.79802426903098,Bars
2078,The Mayson,53.347122,-6.234749,2.0,3.5,156.43797523943044,Bars
2079,Dice Bar,53.347122,-6.234749,55.0,4.0,170.17834064071417,Pubs
2080,Cafe Sora,53.347122,-6.234749,6.0,4.5,191.04872510981392,Cafes
2081,À Table Café,53.347122,-6.234749,1.0,4.0,299.5496600763075,Coffee & Tea
2082,Pause Café,53.347122,-6.234749,3.0,3.5,325.0204700157872,Cafes
2083,Vertigo Bar,53.347122,-6.234749,5.0,2.5,326.14475515510617,Lounges
2084,Nutbutter,53.347122,-6.234749,11.0,4.5,361.0508819322557,Wine Bars
2085,Lolly and Cooks,53.347122,-6.234749,30.0,4.0,367.8486030342634,Breakfast & Brunch
2086,Herbstreet,53.347122,-6.234749,167.0,4.0,371.9748217112817,Cafes
2087,Spencer Dock Food Market,53.347122,-6.234749,1.0,4.0,373.2358304643695,Food Stands
2088,The Brasserie,53.347122,-6.234749,7.0,4.0,402.0971166473117,Brasseries
2089,Ferryman Town House,53.347122,-6.234749,35.0,3.5,411.0500646419936,Pubs
2090,Munchies,53.347122,-6.234749,10.0,4.0,416.06749995377606,Food Delivery Services
2091,Stir Restaurant,53.347122,-6.234749,6.0,1.5,417.0150630365499,Modern European
2092,The Green Room Bar,53.347122,-6.234749,3.0,2.5,420.2074045876393,Gastropubs
2093,The Marker Hotel,53.347122,-6.234749,81.0,4.0,425.039506958368,Hotels & Travel
2094,Barbers Bar,53.355173,-6.278424,2.0,1.5,351.1101963884744,Bars
2095,McGowans of Phibsboro,53.355173,-6.278424,25.0,3.5,351.1940716911738,Dance Clubs
2096,KALE and COCO,53.355173,-6.278424,1.0,5.0,366.2139616386442,Juice Bars & Smoothies
2097,Four Star Pizza,53.355173,-6.278424,5.0,2.5,386.3395888327582,Pizza
2098,Manor Health Shop,53.355173,-6.278424,1.0,4.0,441.25656254378055,Delis
2099,White Moose Cafe,53.355173,-6.278424,66.0,3.5,452.6248619245816,Cafes
2100,Grano,53.355173,-6.278424,4.0,5.0,480.3082768784328,Italian
2101,Cowtown Cafe,53.355173,-6.278424,12.0,3.5,496.46041941132313,Cafes
2102,L Mulligan Grocer,53.355173,-6.278424,200.0,4.5,508.37756718474606,Pubs
2103,The Chili Shack,53.355173,-6.278424,5.0,4.0,509.2034501869063,American (Traditional)
2104,BQR,53.355173,-6.278424,1.0,4.0,509.3465128048195,Barbeque
2105,Lavanda,53.355173,-6.278424,5.0,4.5,511.4423619726449,Modern European
2106,Mi Thai,53.355173,-6.278424,17.0,3.0,519.1897102950635,Thai
2107,Phibsboro House,53.355173,-6.278424,1.0,4.0,519.6155152378458,Pubs
2108,Canton City,53.355173,-6.278424,4.0,4.5,521.6773655831506,Fast Food
2109,New Sunrise,53.355173,-6.278424,9.0,3.5,523.7968761751641,Chinese
2110,Manor Take Away Foods,53.355173,-6.278424,5.0,4.0,524.7368483309771,Fast Food
2111,Tommy O'Gara's,53.355173,-6.278424,3.0,4.5,529.80219072185,Pubs
2112,Mirch Masala,53.350291,-6.273507,2.0,3.5,149.55834247664455,Indian
2113,Cafe Oasis,53.350291,-6.273507,23.0,4.5,169.11080190429,Cafes
2114,El Patron,53.350291,-6.273507,9.0,4.0,181.3122075553639,Mexican
2115,Bácús Bakery,53.350291,-6.273507,1.0,5.0,232.335200020449,Cafes
2116,Bar 1661,53.350291,-6.273507,8.0,5.0,233.3611638220653,Bars
2117,D One Bar and Restaurant,53.350291,-6.273507,3.0,3.5,239.89022746200757,Brazilian
2118,Beerhouse,53.350291,-6.273507,22.0,4.5,244.12233268753636,Pubs
2119,BoCo,53.350291,-6.273507,6.0,4.0,255.11824450714235,Pizza
2120,Brendans Coffee Shop,53.350291,-6.273507,5.0,4.5,255.5395838044195,Coffee & Tea
2121,The Capel,53.350291,-6.273507,1.0,2.0,267.66256396792653,Pubs
2122,Jades Chinese Restaurant,53.350291,-6.273507,1.0,4.0,280.61436475049703,Chinese
2123,Stir Cafe,53.350291,-6.273507,1.0,5.0,292.4081179580052,Irish
2124,Burger King,53.350291,-6.273507,2.0,1.0,298.4033102197852,Fast Food
2125,McDonalds,53.350291,-6.273507,3.0,2.5,298.4033102197852,Fast Food
2126,Oxmantown Smithfield,53.350291,-6.273507,1.0,5.0,303.8698966489911,Cafes
2127,Outhouse,53.350291,-6.273507,7.0,4.0,305.069044593253,Cafes
2128,The Cobblestone,53.350291,-6.273507,122.0,4.5,305.7908664844296,Pubs
2129,Hacienda Bar,53.350291,-6.273507,24.0,5.0,314.7903384863269,Pubs
2130,Long Thanh,53.354845,-6.247579,2.0,4.0,119.21576779905402,Chinese
2131,Long Thanh Takeaway,53.354845,-6.247579,6.0,3.5,120.70155640105656,Fast Food
2132,Lloyds Bar,53.354845,-6.247579,2.0,5.0,262.9468062457118,Pubs
2133,The Brendan Behan Public House,53.354845,-6.247579,1.0,4.0,271.1023973823722,Pubs
2134,Sunset House,53.354845,-6.247579,3.0,3.0,271.10239738232497,Pubs
2135,The Little Tree,53.354845,-6.247579,1.0,5.0,271.61019809444394,Beer Bar
2136,Lowry's,53.354845,-6.247579,1.0,3.0,303.3679867258541,Pubs
2137,Ezio's Take out,53.354845,-6.247579,7.0,4.5,309.6906147968565,Fish & Chips
2138,Eighty Seven Chinese & Thai,53.354845,-6.247579,2.0,2.5,317.5703867939731,Thai
2139,Saigon,53.354845,-6.247579,4.0,2.5,319.9162057885908,Vietnamese
2140,J. & M. Cleary,53.354845,-6.247579,1.0,4.0,327.884679532624,Pubs
2141,Mcgettigans Cookhouse & Bar Restaurant,53.354845,-6.247579,19.0,3.5,341.5646194129487,Bars
2142,Madigans,53.354845,-6.247579,1.0,5.0,406.69370417240384,Pubs
2143,Da Mimmo,53.354845,-6.247579,39.0,4.5,419.53764862218327,Italian
2144,Marsellas Takeaway,53.354845,-6.247579,1.0,4.0,440.5395496992463,Fast Food
2145,"Laine, My Love",53.354845,-6.247579,12.0,4.5,443.5742191891506,Breakfast & Brunch
2146,Roasted Bean Coffee Company,53.354845,-6.247579,7.0,3.5,444.59566803861344,Sandwiches
2147,Chai Yo Restaurant,53.335742,-6.24551,47.0,4.0,152.6171329413692,Chinese
2148,Asador,53.335742,-6.24551,35.0,4.0,167.32623612541806,Steakhouses
2149,Milano,53.335742,-6.24551,35.0,3.5,170.01257285436532,Italian
2150,Smyth's,53.335742,-6.24551,8.0,4.0,171.69058704487085,Pubs
2151,Salt Cellar Coffee Shop,53.335742,-6.24551,7.0,4.0,177.8835717823883,Coffee & Tea
2152,Angelina's Deli,53.335742,-6.24551,2.0,3.5,179.42722859404853,Coffee & Tea
2153,L'ecrivain Restaurant,53.335742,-6.24551,50.0,4.5,194.6821147133373,French
2154,High Nelly's,53.335742,-6.24551,6.0,2.5,196.71615124028685,Coffee & Tea
2155,The Wellington,53.335742,-6.24551,11.0,3.5,206.38818517625367,Pubs
2156,O'Briens Sandwich Café,53.335742,-6.24551,8.0,2.5,206.83627790520512,Sandwiches
2157,O'Briens Sandwich Café,53.335742,-6.24551,4.0,3.5,207.30183623940388,Sandwiches
2158,Kanum,53.335742,-6.24551,48.0,3.5,209.8817037027769,Thai
2159,Keshk Cafe & Restaurant,53.335742,-6.24551,49.0,4.5,210.3877796196544,Mediterranean
2160,Chopped,53.335742,-6.24551,1.0,4.0,210.93642574712285,Salad
2161,Kerala Kitchen,53.335742,-6.24551,30.0,4.5,213.86754657851435,Indian
2162,Burger King,53.335742,-6.24551,5.0,3.0,214.70296510506697,Fast Food
2163,No. 8,53.335742,-6.24551,3.0,3.5,214.8102276781116,Newspapers & Magazines
2164,Fig & Barrow,53.335742,-6.24551,4.0,2.5,220.61368386477272,Breakfast & Brunch
2165,Beshoff Bros,53.335742,-6.24551,30.0,3.5,220.9010404350808,Fish & Chips
2166,Mc Evoys,53.343653,-6.231755,1.0,3.0,103.87640398262592,Pubs
2167,Pause Café,53.343653,-6.231755,3.0,3.5,169.80450532184972,Cafes
2168,Basil,53.343653,-6.231755,22.0,4.5,231.39950114520732,Food Trucks
2169,Cafe Sora,53.343653,-6.231755,6.0,4.5,242.9858116341274,Cafes
2170,Dice Bar,53.343653,-6.231755,55.0,4.0,280.8109661497401,Pubs
2171,Ferrari Take-Away,53.343653,-6.231755,6.0,4.0,345.85650825693466,Fish & Chips
2172,Vertigo Bar,53.343653,-6.231755,5.0,2.5,388.1576390573492,Lounges
2173,Fairplay Café,53.343653,-6.231755,2.0,3.0,389.7678879428536,Sandwiches
2174,Herbstreet,53.343653,-6.231755,167.0,4.0,405.09482183050005,Cafes
2175,The Mayson,53.343653,-6.231755,2.0,3.5,416.8768758193973,Bars
2176,Mellon's,53.343653,-6.231755,3.0,4.5,420.2341153235181,Cafes
2177,Nutbutter,53.343653,-6.231755,11.0,4.5,432.2571054657843,Wine Bars
2178,Flavours,53.343653,-6.231755,2.0,3.0,432.570175648317,Delis
2179,Café Bar H,53.343653,-6.231755,23.0,3.5,455.03073656138514,Wine Bars
2180,Lolly and Cooks,53.343653,-6.231755,30.0,4.0,460.2896556586189,Breakfast & Brunch
2181,O'Briens,53.347884,-6.248048,3.0,4.0,25.236913985261324,Coffee & Tea
2182,Oly's Bar And Restaurant,53.347884,-6.248048,17.0,4.0,97.22869044114988,Breakfast & Brunch
2183,Insomnia CHQ,53.347884,-6.248048,2.0,3.5,103.61600909130692,Cafes
2184,TOSS'D Noodles & Salads,53.347884,-6.248048,26.0,4.0,121.32703788813076,Thai
2185,Seven Wonders,53.347884,-6.248048,10.0,4.5,126.95740678432765,Bagels
2186,The Pig and Heifer,53.347884,-6.248048,29.0,4.5,153.1203824481657,Delis
2187,Ely Bar & Brasserie,53.347884,-6.248048,53.0,4.0,165.8078996267637,Brasseries
2188,Custom House Visitor Centre,53.347884,-6.248048,2.0,4.0,175.16971663192098,Visitor Centers
2189,Bear,53.347884,-6.248048,3.0,3.5,189.40702555058,Patisserie/Cake Shop
2190,J2 Grill & Sushi,53.347884,-6.248048,119.0,4.0,258.6023142416156,Japanese
2191,Harbour Master Bar & Restaurant,53.347884,-6.248048,47.0,3.5,265.2202783971737,Pubs
2192,Gerard’s,53.347884,-6.248048,2.0,5.0,267.0120115285543,Cafes
2193,Insomnia Coffee Company,53.347884,-6.248048,1.0,4.0,272.6351479513788,Restaurants
2194,Windjammer,53.347884,-6.248048,10.0,4.0,278.3475363052378,Pubs
2195,Drunken Fish,53.347884,-6.248048,33.0,4.0,278.9058468837157,Korean
2196,Subway,53.347884,-6.248048,1.0,5.0,285.8601760220114,Sandwiches
2197,Milano,53.347884,-6.248048,17.0,3.0,286.3586025292342,Italian
2198,Il Fornaio,53.347884,-6.248048,27.0,3.5,303.1691606253017,Italian
2199,Isaac Butt Bar,53.347884,-6.248048,3.0,3.0,303.50794679143075,Pubs
2200,The Ivy,53.341288,-6.258117,37.0,3.5,18.41800128710742,Breakfast & Brunch
2201,City Florist & Café,53.341288,-6.258117,2.0,2.5,31.50650670954741,Florists
2202,Marco Pierre White,53.341288,-6.258117,82.0,4.0,42.92980790233722,Steakhouses
2203,Featherblade,53.341288,-6.258117,108.0,4.5,44.44849653173981,Steakhouses
2204,Tower Cafe,53.341288,-6.258117,6.0,4.0,49.13453032883374,Cafes
2205,Maneki,53.341288,-6.258117,5.0,4.5,56.929819694019976,Japanese
2206,Yum Thai,53.341288,-6.258117,35.0,3.0,62.1450619470031,Thai
2207,Dolce Sicily,53.341288,-6.258117,76.0,4.5,62.234578259600376,Italian
2208,The Red Bank,53.341288,-6.258117,7.0,4.5,75.17956751432847,Wine Bars
2209,Café en Seine,53.341288,-6.258117,168.0,4.0,75.93045242323377,Gastropubs
2210,The Candy Shop,53.341288,-6.258117,3.0,4.0,76.5838032981585,Sandwiches
2211,Dublin Literary Pub Crawl,53.341288,-6.258117,47.0,4.5,78.37696707466122,Tours
2212,Capital Bars Plc,53.341288,-6.258117,4.0,2.5,79.54962474724377,Pubs
2213,Bolands Sandwich Bar,53.341288,-6.258117,3.0,5.0,80.29261162912219,Sandwiches
2214,Noo Bar,53.341288,-6.258117,2.0,2.5,80.29261162912219,Bars
2215,Lemon & Duke,53.341288,-6.258117,18.0,4.0,81.53872113212581,Cocktail Bars
2216,Chick King,53.341288,-6.258117,1.0,3.0,86.40510359727774,Southern
2217,isabelle's,53.341288,-6.258117,3.0,4.5,86.40510359727774,Irish
2218,The Duke,53.341288,-6.258117,84.0,4.0,88.61579497945415,Pubs
2219,Kehoes,53.341288,-6.258117,87.0,4.5,88.73050651699491,Pubs
2220,Custom House Visitor Centre,53.347508,-6.252192,2.0,4.0,127.89718667428444,Visitor Centers
2221,O'Reilly's,53.347508,-6.252192,55.0,4.0,145.26827178044175,Pubs
2222,The Workshop,53.347508,-6.252192,9.0,4.0,172.85635933280332,Pubs
2223,The Pig and Heifer,53.347508,-6.252192,29.0,4.5,178.30600727906975,Delis
2224,Deli Gold,53.347508,-6.252192,4.0,4.5,203.1360657627918,Cafes
2225,Mulligan's,53.347508,-6.252192,52.0,4.0,236.51125122776887,Pubs
2226,Darkhorse Inn,53.347508,-6.252192,4.0,4.5,237.99636776768145,Pubs
2227,The Vintage Kitchen,53.347508,-6.252192,88.0,4.5,241.497573071201,Irish
2228,Red Rose Café,53.347508,-6.252192,5.0,4.5,247.74897471260823,Cafes
2229,Ruin Bar,53.347508,-6.252192,6.0,4.5,255.53225000748057,Wine Bars
2230,Isaac Butt Bar,53.347508,-6.252192,3.0,3.0,263.9656168090366,Pubs
2231,The Wiley Fox,53.347508,-6.252192,7.0,3.5,265.7299448388226,Wine Bars
2232,O'Briens,53.347508,-6.252192,3.0,4.0,267.68350535665115,Coffee & Tea
