,name,latitude,longitude,review_count,rating_avg,distance_avg,category
1190,Kennedy's Coffee Shop,53.356307,-6.273717,1.0,4.0,469.13144852060935,Cafes
1191,Pearl River Chinese Takeaway,53.356307,-6.273717,2.0,4.5,471.8513308325043,Fast Food
1192,Hanlon's,53.356307,-6.273717,5.0,4.0,484.7117536944583,Pubs
1193,Coffee Addiction,53.356307,-6.273717,4.0,3.5,490.4861604030153,Coffee & Tea
1194,The Cobblestone,53.349562,-6.278198,122.0,4.5,28.466586133658524,Pubs
1195,Stir Cafe,53.349562,-6.278198,1.0,5.0,32.224034205242155,Irish
1196,Delaneys,53.349562,-6.278198,6.0,3.5,35.61969778860551,Pubs
1197,Oxmantown Smithfield,53.349562,-6.278198,1.0,5.0,57.33150227780215,Cafes
1198,Namaste India,53.349562,-6.278198,27.0,3.5,61.83727357627884,Indian
1199,Gutterball,53.349562,-6.278198,4.0,2.0,77.79106857148432,American (New)
1200,Thundercut Alley,53.349562,-6.278198,13.0,3.5,85.14385574647854,Cocktail Bars
1201,Oscars Cafe Bar,53.349562,-6.278198,75.0,3.5,87.009909477499,Bars
1202,My Meat Wagon,53.349562,-6.278198,111.0,4.0,91.27028147058692,Barbeque
1203,Zucconi,53.349562,-6.278198,1.0,3.0,101.45862524816089,Sushi Bars
1204,Bel Cibo Citywest,53.349562,-6.278198,33.0,3.5,110.20470575017316,Italian
1205,Generator Dublin,53.349562,-6.278198,76.0,4.0,140.5244121977287,Hostels
1206,Cafe Sparks Smithfield,53.349562,-6.278198,24.0,4.5,147.85356001019076,Italian
1207,Chopped,53.349562,-6.278198,3.0,3.5,151.29272871722682,Sandwiches
1208,Cafe Oasis,53.349562,-6.278198,23.0,4.5,153.02856752959306,Cafes
1209,Lavanda,53.349562,-6.278198,5.0,4.5,156.92792148226087,Modern European
1210,Boojum,53.349562,-6.278198,4.0,4.0,172.38730878099335,Mexican
1211,Third Space,53.349562,-6.278198,139.0,4.5,204.5411042487011,Irish
1212,Walshs,53.349562,-6.278198,17.0,4.5,248.92807477922435,Pubs
1213,Copper Face Jacks,53.336021,-6.26298,63.0,2.5,73.07207760852569,Dance Clubs
1214,Wishbone,53.336021,-6.26298,33.0,4.5,78.24106694799882,Chicken Wings
1215,Bollywood Dining,53.336021,-6.26298,3.0,2.0,80.9386018268668,Indian
1216,Golden Spice Indian Restaurant,53.336021,-6.26298,1.0,2.0,83.06756183575597,Food Delivery Services
1217,Joe's Coffee,53.336021,-6.26298,21.0,4.0,83.06756183575597,Coffee & Tea
1218,Club Chonradh na Gaeilge,53.336021,-6.26298,9.0,4.0,84.75678306786992,Pubs
1219,Green Bench Café,53.336021,-6.26298,101.0,5.0,86.86446673403069,Salad
1220,Di Luca,53.336021,-6.26298,10.0,3.5,93.96454605289529,Italian
1221,Bagel Factory,53.336021,-6.26298,2.0,4.5,101.41170059801097,Breakfast & Brunch
1222,Sophie's Bar,53.336021,-6.26298,122.0,4.0,110.0366682662981,Cocktail Bars
1223,Sabor Brazil,53.336021,-6.26298,8.0,4.5,111.6142350943366,Brazilian
1224,Gerry's Coffee Shop,53.336021,-6.26298,49.0,4.5,127.37109591140832,Breakfast & Brunch
1225,Camden Bites & Brews,53.336021,-6.26298,4.0,3.5,136.008894991801,Breakfast & Brunch
1226,Flannerys,53.336021,-6.26298,30.0,3.0,141.3295097088815,Pubs
1227,Cafe Bliss,53.336021,-6.26298,27.0,4.0,141.58930334914416,Coffee & Tea
1228,Fresh- The Good Food Market,53.336021,-6.26298,27.0,3.0,151.44980060506663,Grocery
1229,Anseo,53.336021,-6.26298,42.0,4.0,151.86890023086357,Pubs
1230,HappyFood,53.336021,-6.26298,33.0,4.5,152.62768645581954,Vegan
1231,Mcguinness Take Away,53.336021,-6.26298,7.0,4.0,156.87663242723954,Fast Food
1232,Hanlon's,53.359405,-6.276142,5.0,4.0,104.5157324104273,Pubs
1233,Subway,53.359405,-6.276142,1.0,4.0,150.26617437079005,Sandwiches
1234,Phibsboro House,53.359405,-6.276142,1.0,4.0,171.9853888328808,Pubs
1235,Coffee Addiction,53.359405,-6.276142,4.0,3.5,204.79841508019427,Coffee & Tea
1236,Camile Phibsborough,53.359405,-6.276142,22.0,3.5,207.97079932607716,Thai
1237,Tani Japanese Restaurant,53.359405,-6.276142,1.0,4.0,209.24343100147885,Japanese
1238,Domino's Pizza,53.359405,-6.276142,7.0,2.5,222.49329716776288,Pizza
1239,White Moose Cafe,53.359405,-6.276142,66.0,3.5,246.3647712054206,Cafes
1240,Pearl River Chinese Takeaway,53.359405,-6.276142,2.0,4.5,249.858403252162,Fast Food
1241,Kennedy's Coffee Shop,53.359405,-6.276142,1.0,4.0,269.2202634876973,Cafes
1242,Bohemian House,53.359405,-6.276142,1.0,4.0,271.70651801124865,Pubs
1243,Doyle’s Corner,53.359405,-6.276142,3.0,4.5,292.8546660539621,Pubs
1244,The Hut,53.359405,-6.276142,2.0,3.0,301.64014521438145,Pubs
1245,Four Star Pizza,53.359405,-6.276142,5.0,2.5,307.5686588333924,Pizza
1246,Woodstock Café,53.359405,-6.276142,27.0,4.0,318.34697387881823,Cafes
1247,McGowans of Phibsboro,53.359405,-6.276142,25.0,3.5,350.9039467916926,Dance Clubs
1248,OCB's Sandwich Bar,53.33796,-6.24153,1.0,5.0,67.6598849534689,Cafes
1249,Café Jago's,53.33796,-6.24153,1.0,5.0,73.7813406844916,Cafes
1250,Estling & Anders,53.33796,-6.24153,4.0,3.0,77.79966210094436,Delis
1251,Oil Can Harrys,53.33796,-6.24153,15.0,3.5,124.36059639572008,Brasseries
1252,The Schoolhouse Bar & Restaurant,53.33796,-6.24153,62.0,4.0,153.37439940978717,Gastropubs
1253,Becky Morgans,53.33796,-6.24153,5.0,4.0,197.11270515882788,Pubs
1254,Salt Cellar Coffee Shop,53.33796,-6.24153,7.0,4.0,215.23179235248145,Coffee & Tea
1255,Mamma Mia,53.33796,-6.24153,26.0,4.5,217.6803913440472,Italian
1256,Osteria Lucio,53.33796,-6.24153,37.0,4.0,272.02000706924736,Italian
1257,Rhubarb Cafe,53.33796,-6.24153,1.0,4.0,308.10402326437355,Cafes
1258,Sprout & Co,53.33796,-6.24153,5.0,5.0,326.7042803427239,Salad
1259,Bon Espresso & News,53.33796,-6.24153,1.0,4.0,342.5958501882652,Cafes
1260,Fudi,53.33796,-6.24153,6.0,3.0,343.6288813831242,Salad
1261,Angelina's Deli,53.33796,-6.24153,2.0,3.5,354.56684572356767,Coffee & Tea
1262,Ryan's Beggar's Bush,53.33796,-6.24153,26.0,4.0,358.468459276672,Pubs
1263,Bondiola Argentina,53.33796,-6.24153,12.0,4.5,365.7398468842582,Argentine
1264,The 51,53.33796,-6.24153,18.0,4.0,372.98920645593097,Pubs
1265,Smyth's,53.33796,-6.24153,8.0,4.0,374.3212969032736,Pubs
1266,The Square Ball,53.33796,-6.24153,11.0,4.0,388.3199248152087,Pubs
1267,Bull & Castle,53.343368,-6.27012,269.0,4.0,9.4146536502449,Pubs
1268,Siri Indian Cuisine,53.343368,-6.27012,49.0,4.5,21.75286811495825,Indian
1269,Leo Burdock,53.343368,-6.27012,235.0,4.0,33.97208457122625,Fast Food
1270,Rosie's Cafe,53.343368,-6.27012,31.0,4.0,39.11675892498221,Cafes
1271,Copper Alley Bistro,53.343368,-6.27012,46.0,4.0,42.69127799719172,Brasseries
1272,Bottega Toffoli,53.343368,-6.27012,22.0,4.5,49.047645342974576,Italian
1273,Shamrocker,53.343368,-6.27012,1.0,5.0,55.630719107025485,Pubs
1274,Darkey Kellys,53.343368,-6.27012,175.0,4.5,60.17837883254418,Pubs
1275,Lord Edward,53.343368,-6.27012,26.0,4.5,63.70292289274413,Pubs
1276,Karma,53.343368,-6.27012,4.0,3.0,85.17076061868742,Pubs
1277,Corks,53.343368,-6.27012,1.0,5.0,85.17106674151212,Irish
1278,Bittersweet Cafe,53.343368,-6.27012,21.0,4.5,87.0515660609627,Salad
1279,Chorus Cafe,53.343368,-6.27012,11.0,4.0,105.78838297748148,Cafes
1280,Café Werburgh,53.343368,-6.27012,1.0,3.0,115.1086264195662,Coffee & Tea
1281,Paramount Hotel,53.343368,-6.27012,24.0,3.0,118.90689042632084,Hotels
1282,La Dolce Vita,53.343368,-6.27012,26.0,3.5,135.28843903408412,Italian
1283,Legends Bar,53.343368,-6.27012,11.0,4.0,136.3165093991949,Music Venues
1284,Piglet Wine Bar,53.343368,-6.27012,18.0,4.5,141.95799759995148,Wine Bars
1285,The West End,53.343368,-6.27012,9.0,4.0,151.5690090098418,Cafes
1286,Toscana Restaurant City Centre,53.343368,-6.27012,74.0,4.0,174.77969711038196,Italian
1287,Delahunt,53.334123,-6.265436,40.0,4.5,20.39281034463814,Irish
1288,Camden Kitchen,53.334123,-6.265436,61.0,4.5,22.19709866650773,Modern European
1289,Dall'Italia Pasta Bar,53.334123,-6.265436,12.0,4.0,23.883788252898967,Coffee & Tea
1290,Tolteca,53.334123,-6.265436,12.0,3.0,25.900061628523883,Mexican
1291,Zaytoon,53.334123,-6.265436,101.0,4.0,28.62563662507941,Persian/Iranian
1292,Cassidy's,53.334123,-6.265436,15.0,3.5,30.74512298612003,Pubs
1293,Pickle Eating House and Bar,53.334123,-6.265436,50.0,4.5,32.25957081163792,Indian
1294,Camden Rotisserie,53.334123,-6.265436,57.0,4.0,37.79742836713715,Chicken Wings
1295,Sprezzatura,53.334123,-6.265436,7.0,4.5,46.21431259591496,Italian
1296,Toni's Diner,53.334123,-6.265436,1.0,1.0,58.36051104011631,Fast Food
1297,Mad Egg,53.334123,-6.265436,21.0,4.5,64.03422077040793,Irish
1298,Cracked Nut,53.334123,-6.265436,37.0,4.0,88.81144306683589,Sandwiches
1299,The Cake Café,53.334123,-6.265436,82.0,4.0,89.69577542462231,Cafes
1300,Doughboys,53.334123,-6.265436,27.0,4.0,93.11549006830673,Sandwiches
1301,Camden Exchange,53.334123,-6.265436,67.0,4.0,99.60836622606428,Pubs
1302,The Bleeding Horse,53.334123,-6.265436,96.0,3.5,106.11435765061718,Pubs
1303,Frankie & Johnnie's Steakhouse,53.334123,-6.265436,2.0,2.0,107.24275373197116,Steakhouses
1304,Neon Asian Street Food,53.334123,-6.265436,158.0,4.0,107.24275373197116,Thai
1305,HappyFood,53.334123,-6.265436,33.0,4.5,116.9135321327512,Vegan
1306,Fontana Cafe,53.334123,-6.265436,15.0,3.5,118.5784604118814,Cafes
1307,Science Gallery Café,53.344304,-6.250427,19.0,4.0,8.334672259718742,Pizza
1308,Camile Pearse Street,53.344304,-6.250427,16.0,3.5,68.89658048671832,Thai
1309,The Lombard,53.344304,-6.250427,21.0,3.5,89.78942556973712,Pubs
1310,Offbeat Donut Co,53.344304,-6.250427,67.0,4.5,91.34843490453753,Donuts
1311,O'Donovan,53.344304,-6.250427,9.0,4.5,99.2248963611461,Delis
1312,Lunch!,53.344304,-6.250427,15.0,4.5,104.43556829178948,Cafes
1313,Honey Truffle Kitchen,53.344304,-6.250427,8.0,4.5,112.20094092666326,Cafes
1314,O'Neills Victorian Pub & Townhouse,53.344304,-6.250427,37.0,4.0,156.00939083070415,Pubs
1315,The JCR,53.344304,-6.250427,1.0,3.0,172.62403157487933,Sandwiches
1316,Deli Gold,53.344304,-6.250427,4.0,4.5,175.81337857904333,Cafes
1317,Paella Bar & Co,53.344304,-6.250427,1.0,5.0,180.14613599103225,Spanish
1318,Il Caffè di Napoli,53.344304,-6.250427,66.0,4.0,180.29311805464403,Coffee & Tea
1319,Yellow Cup House,53.344304,-6.250427,3.0,4.5,180.9331316975949,Cafes
1320,Windjammer,53.344304,-6.250427,10.0,4.0,181.3188025013321,Pubs
1321,Westland Cafe,53.344304,-6.250427,1.0,1.0,232.2891111535049,Cafes
1322,The Pavillion,53.344304,-6.250427,24.0,4.0,243.70717035158265,Pubs
1323,Arabica Coffee House,53.344304,-6.250427,7.0,3.5,249.66139358281976,Cafes
1324,Cafe Sol,53.344304,-6.250427,5.0,3.0,267.932506911673,Cafes
1325,Shanahan's On The Green,53.338755,-6.262003,71.0,4.5,39.48358999569396,Steakhouses
1326,Glover’s Alley,53.338755,-6.262003,16.0,4.5,81.77565796051162,French
1327,Perc Up Cafe,53.338755,-6.262003,4.0,2.5,83.7263553449916,Cafes
1328,Citron Restaurant,53.338755,-6.262003,2.0,3.5,84.88270939850115,Modern European
1329,Dandelion,53.338755,-6.262003,37.0,2.5,97.44336599213796,Bars
1330,Eddie Rocket's,53.338755,-6.262003,2.0,4.0,106.38199109382352,Diners
1331,TGI Fridays,53.338755,-6.262003,29.0,2.5,116.87507660137368,Bars
1332,Tuk Tuk Asian Kitchen,53.338755,-6.262003,2.0,3.0,123.2556977725418,Thai
1333,Le centre-ville,53.338755,-6.262003,4.0,2.5,125.56792060228636,French
1334,La Croissanterie,53.338755,-6.262003,1.0,3.0,128.05763366517044,Cafes
1335,Super Macs,53.338755,-6.262003,1.0,1.0,140.03352798808848,Irish
1336,El Gringo Burrito,53.338755,-6.262003,15.0,3.5,140.91991971590423,Mexican
1337,Sinnotts,53.338755,-6.262003,54.0,3.5,161.2975907797859,Pubs
1338,Cafe Nero,53.338755,-6.262003,5.0,3.5,161.48677657144776,Cafes
1339,Jump Juice Bar,53.338755,-6.262003,3.0,4.5,167.00584043535565,Juice Bars & Smoothies
1340,Wagamama,53.338755,-6.262003,115.0,3.5,174.823411002295,Asian Fusion
1341,Cusack's Restaurant,53.338755,-6.262003,1.0,2.0,175.48873603297696,British
1342,Insomnia Coffee Company,53.338755,-6.262003,12.0,4.0,183.55153946480567,Coffee & Tea
1343,Break For The Border,53.338755,-6.262003,22.0,2.5,198.31699674099096,Pubs
1344,9 Below Bar,53.338755,-6.262003,5.0,4.0,200.9249947253333,Cocktail Bars
1345,J2 Grill & Sushi,53.347777,-6.244239,119.0,4.0,8.647837569993312,Japanese
1346,Milano,53.347777,-6.244239,17.0,3.0,36.9633834828859,Italian
1347,Eddie Rocket's,53.347777,-6.244239,22.0,3.5,53.20676066490605,Diners
1348,East Restaurant,53.347777,-6.244239,18.0,3.5,60.67159795131198,Asian Fusion
1349,Gerard’s,53.347777,-6.244239,2.0,5.0,137.13901306797686,Cafes
1350,Il Fornaio,53.347777,-6.244239,27.0,3.5,159.41730883894664,Italian
1351,Chaska,53.347777,-6.244239,1.0,5.0,165.11581516765693,Indian
1352,Caffe Parigi   Parigi by Night,53.347777,-6.244239,11.0,4.0,168.07369835764658,Italian
1353,Oly's Bar And Restaurant,53.347777,-6.244239,17.0,4.0,169.39036335203042,Breakfast & Brunch
1354,Subway,53.347777,-6.244239,1.0,5.0,185.5434911896897,Sandwiches
1355,Musashi IFSC,53.347777,-6.244239,51.0,4.5,188.84952410953895,Sushi Bars
1356,Insomnia Coffee Company,53.347777,-6.244239,1.0,4.0,192.00533114895225,Restaurants
1357,La Corte IFSC,53.347777,-6.244239,1.0,5.0,196.11532696804036,Sandwiches
1358,Broadway New York Eatery,53.347777,-6.244239,13.0,4.5,200.207285304081,Pizza
1359,Lagoona,53.347777,-6.244239,13.0,3.5,211.1010910955387,Pubs
1360,Insomnia CHQ,53.347777,-6.244239,2.0,3.5,253.4520037338147,Cafes
1361,TOSS'D Noodles & Salads,53.347777,-6.244239,26.0,4.0,269.325776526677,Thai
1362,O'Briens,53.347777,-6.244239,3.0,4.0,269.52549122784274,Coffee & Tea
1363,Seven Wonders,53.347777,-6.244239,10.0,4.5,275.9736934484345,Bagels
1364,Pembroke,53.336074,-6.252825,1.0,3.0,130.84650553836312,Pubs
1365,Matt The Thresher,53.336074,-6.252825,149.0,4.0,147.97730812754838,Seafood
1366,Rhubarb Cafe,53.336074,-6.252825,5.0,2.5,154.06352256858364,Coffee & Tea
1367,FX Buckley,53.336074,-6.252825,80.0,4.5,172.70734118262214,Steakhouses
1368,Chez Max,53.336074,-6.252825,54.0,4.0,177.87149989688012,French
1369,The Pembroke,53.336074,-6.252825,1.0,3.0,179.88720143385194,Cocktail Bars
1370,Dax Restaurant,53.336074,-6.252825,29.0,4.5,182.92375584774248,French
1371,Pablo Picante,53.336074,-6.252825,68.0,3.5,189.4805149130781,Mexican
1372,Cirillo's,53.336074,-6.252825,34.0,4.0,190.60073219314427,Italian
1373,Brookwood,53.336074,-6.252825,55.0,4.5,191.85373636662743,Seafood
1374,Yum Thai,53.336074,-6.252825,6.0,4.5,203.7911259394519,Thai
1375,Ismal,53.336074,-6.252825,2.0,3.0,207.5802599056445,Kebab
1376,Sushi King ,53.336074,-6.252825,9.0,4.0,207.80837021065912,Sushi Bars
1377,Voilà,53.336074,-6.252825,19.0,4.5,210.36415351839767,Breakfast & Brunch
1378,Munchies,53.336074,-6.252825,7.0,3.0,213.43069744224195,Coffee & Tea
1379,Chopped,53.336074,-6.252825,30.0,3.5,216.27317071897232,Salad
1380,Gerards Deli,53.336074,-6.252825,2.0,3.5,218.10533348310463,Delis
1381,Xico,53.336074,-6.252825,26.0,3.0,221.2246866914029,Cocktail Bars
1382,Doheny & Nesbitt,53.336074,-6.252825,66.0,4.5,223.59125731463695,Pubs
1383,I Monelli Authentic Italian Restaurant,53.330091,-6.268044,10.0,4.0,67.96078412961383,Italian
1384,Thirty Four,53.330091,-6.268044,1.0,4.0,145.32057271078818,Cafes
1385,Lower Deck,53.330091,-6.268044,7.0,3.0,199.2172318818612,Pubs
1386,Tasty Grill,53.330091,-6.268044,4.0,3.0,238.1417544935089,Indian
1387,Punjab Pantry,53.330091,-6.268044,1.0,1.0,238.1417544935089,Indian
1388,K O Kebabish,53.330091,-6.268044,1.0,3.0,239.15414394207488,British
1389,The Bretzel Bakery,53.330091,-6.268044,35.0,4.5,241.95907266647976,Bakeries
1390,Locks,53.330091,-6.268044,15.0,4.5,248.37466916599783,Irish
1391,Wall & Keogh,53.330091,-6.268044,73.0,4.5,250.7622498833412,Tea Rooms
1392,Aprile,53.330091,-6.268044,25.0,4.0,251.86577329240876,Burgers
1393,Vertigo Restaurant,53.330091,-6.268044,1.0,4.0,253.80900110117344,Irish
1394,Tandoori Bite,53.330091,-6.268044,5.0,2.5,257.1250687600589,Indian
1395,Rotana Café,53.330091,-6.268044,53.0,4.0,261.9676805312467,Lebanese
1396,One Bistro,53.330091,-6.268044,7.0,4.5,263.0756978146314,Irish
1397,Viva,53.330091,-6.268044,44.0,4.5,265.4524016817079,Spanish
1398,Sahil,53.330091,-6.268044,1.0,4.0,266.7860640769092,Halal
1399,O'Connells,53.330091,-6.268044,24.0,4.5,269.25564148098726,Pubs
1400,Portobello Bar,53.330091,-6.268044,6.0,2.5,281.6640594869857,Pubs
1401,China House,53.350929,-6.265125,5.0,3.0,60.02366578100276,Dim Sum
1402,Central Cafe,53.350929,-6.265125,6.0,3.5,60.882708387586185,Fast Food
1403,Bennys,53.350929,-6.265125,2.0,4.0,67.64363116846147,British
1404,Esquires Coffee,53.350929,-6.265125,9.0,3.5,98.9311249053122,Coffee & Tea
1405,Made in Brazil,53.350929,-6.265125,5.0,4.0,120.31975992691342,Brazilian
1406,Coin de Mire,53.350929,-6.265125,1.0,4.0,127.00959394342706,Halal
1407,Spicy Bite,53.350929,-6.265125,5.0,3.5,134.42991978595862,Indian
1408,Green Island Chinese Restaurant,53.350929,-6.265125,1.0,4.0,136.14549464946285,Chinese
1409,Kingfisher Take Away,53.350929,-6.265125,1.0,2.0,144.31360463563587,Fast Food
1410,Uncle's,53.350929,-6.265125,2.0,4.0,151.32435381813715,Polish
1411,Moreish Superfoods,53.350929,-6.265125,3.0,5.0,154.2184067500057,Food Stands
1412,Cucina,53.350929,-6.265125,14.0,3.5,155.6922139084222,Italian
1413,Kingfisher,53.350929,-6.265125,59.0,4.0,157.69475113927223,Guest Houses
1414,Dublin Food Court,53.350929,-6.265125,3.0,3.0,160.03488781114712,Food Court
1415,Blas Café,53.350929,-6.265125,23.0,4.5,161.51740785276206,Cafes
1416,The Woolshed Baa & Grill,53.350929,-6.265125,84.0,3.5,161.92017753676055,Sports Bars
1417,U Wuja / Uncle's,53.350929,-6.265125,1.0,4.0,178.99650418224323,Polish
1418,Eddie Rocket's,53.350929,-6.265125,37.0,3.0,185.57156235041876,American (Traditional)
1419,Reflection Cafe Brasserie,53.350929,-6.265125,2.0,3.5,187.1713119832919,Brasseries
1420,Quigleys Cafe,53.350929,-6.265125,7.0,3.5,192.7367239969531,Cafes
1421,The Candy Shop,53.341515,-6.256853,3.0,4.0,27.549806981042405,Sandwiches
1422,The Ivy,53.341515,-6.256853,37.0,3.5,75.2027074427478,Breakfast & Brunch
1423,Tower Cafe,53.341515,-6.256853,6.0,4.0,80.98256280433662,Cafes
1424,Brewbaker,53.341515,-6.256853,10.0,3.5,82.61217568222807,Delis
1425,Dunne & Crescenzi,53.341515,-6.256853,100.0,4.0,98.78884465403868,Italian
1426,Marco Pierre White,53.341515,-6.256853,82.0,4.0,102.85826433378092,Steakhouses
1427,Featherblade,53.341515,-6.256853,108.0,4.5,102.81210948760044,Steakhouses
1428,City Florist & Café,53.341515,-6.256853,2.0,2.5,107.27219491464317,Florists
1429,One Pico,53.341515,-6.256853,35.0,4.5,119.61967440283937,French
1430,Yum Thai,53.341515,-6.256853,35.0,3.0,120.46250829718691,Thai
1431,café des amis,53.341515,-6.256853,1.0,3.0,122.7133327932372,Cafes
1432,KC Peaches Cafe Nassau Street,53.341515,-6.256853,76.0,3.5,127.07029326658976,Delis
1433,The Kilkenny Café,53.341515,-6.256853,45.0,4.0,130.37090284740438,Sandwiches
1434,Dublin Literary Pub Crawl,53.341515,-6.256853,47.0,4.5,132.49131042905472,Tours
1435,O'Briens Sandwich Café,53.341515,-6.256853,2.0,4.5,135.70154805418358,Cafes
1436,Jolys Cafe,53.341515,-6.256853,3.0,4.0,136.22497560369686,Irish
1437,Brambles Deli Café,53.341515,-6.256853,3.0,2.5,136.22497560369686,Cafes
1438,Maneki,53.341515,-6.256853,5.0,4.5,136.13827359862546,Japanese
1439,The Duke,53.341515,-6.256853,84.0,4.0,138.06480550056315,Pubs
1440,The Wiley Fox,53.348279,-6.254662,7.0,3.5,85.70518576549202,Wine Bars
1441,The Workshop,53.348279,-6.254662,9.0,4.0,98.97038610653875,Pubs
1442,Darkhorse Inn,53.348279,-6.254662,4.0,4.5,124.00805919232208,Pubs
1443,O'Reilly's,53.348279,-6.254662,55.0,4.0,135.0969204531747,Pubs
1444,Mulligan's,53.348279,-6.254662,52.0,4.0,163.12907504753244,Pubs
1445,The Vintage Kitchen,53.348279,-6.254662,88.0,4.5,168.8529664206078,Irish
1446,Red Rose Café,53.348279,-6.254662,5.0,4.5,170.40016189125515,Cafes
1447,Jaffa on the Quay,53.348279,-6.254662,13.0,3.5,184.2270869552228,Coffee & Tea
1448,Art Cafe Dublin,53.348279,-6.254662,21.0,4.5,187.40717947703055,Cafes
1449,Le Phare,53.348279,-6.254662,7.0,3.5,189.75790830096773,Delis
1450,Lanigans,53.348279,-6.254662,22.0,4.5,201.8355464399927,Bars
1451,Del Rio's Cafe,53.348279,-6.254662,3.0,4.5,204.54602965168988,Irish
1452,Rasher's,53.348279,-6.254662,4.0,4.0,206.576670897094,Breakfast & Brunch
1453,The Flowing Tide,53.348279,-6.254662,9.0,4.0,215.36086293485604,Pubs
1454,J's Noodle & Sushi House,53.348279,-6.254662,3.0,3.5,215.77220799747397,Asian Fusion
1455,Japanese kitchen by J2 sushi,53.348279,-6.254662,9.0,4.5,216.49885109043632,Japanese
1456,Jimmy Chungs,53.348279,-6.254662,39.0,2.5,218.3731125648996,Chinese
1457,Laughter Lounge,53.348279,-6.254662,16.0,3.5,225.466509344213,Pubs
1458,The Piper's Corner,53.348279,-6.254662,7.0,5.0,231.98969094934387,Pubs
1459,White Moose Cafe,53.35893,-6.280337,66.0,3.5,41.94093123095181,Cafes
1460,Teo's Take Away Cabra,53.35893,-6.280337,1.0,5.0,261.96585750379177,Fast Food
1461,Domino's Pizza,53.35893,-6.280337,7.0,2.5,273.9140787431493,Pizza
1462,Hanlon's,53.35893,-6.280337,5.0,4.0,279.14014955833136,Pubs
1463,Rainbow Take Away,53.35893,-6.280337,3.0,4.0,373.9812747251835,Fast Food
1464,Subway,53.35893,-6.280337,1.0,4.0,427.52771614910864,Sandwiches
1465,Phibsboro House,53.35893,-6.280337,1.0,4.0,440.8454564689402,Pubs
1466,Antonio's Takeaways,53.35893,-6.280337,2.0,2.5,459.2660827139358,American (Traditional)
1467,Coffee Addiction,53.35893,-6.280337,4.0,3.5,466.6310726804961,Coffee & Tea
1468,Pizza Max Cabra,53.35893,-6.280337,9.0,3.0,473.4718495340142,Pizza
1469,Camile Phibsborough,53.35893,-6.280337,22.0,3.5,483.9415465330354,Thai
1470,Tani Japanese Restaurant,53.35893,-6.280337,1.0,4.0,491.34871184723295,Japanese
1471,Four Star Pizza,53.35893,-6.280337,5.0,2.5,492.4221479767516,Pizza
1472,Clarke's Home Bakery,53.35893,-6.280337,12.0,4.0,504.5235703497283,Bakeries
1473,Kung Fu Buffet,53.35893,-6.280337,9.0,2.5,508.78482481857856,Chinese
1474,McGowans of Phibsboro,53.35893,-6.280337,25.0,3.5,510.4082654120288,Dance Clubs
1475,Pearl River Chinese Takeaway,53.35893,-6.280337,2.0,4.5,525.9056875745183,Fast Food
1476,Bohemian House,53.35893,-6.280337,1.0,4.0,538.9815675043599,Pubs
1477,Kennedy's Coffee Shop,53.35893,-6.280337,1.0,4.0,547.7503296487571,Cafes
1478,Herbstreet,53.344115,-6.237153,167.0,4.0,45.28151076956375,Cafes
1479,Vertigo Bar,53.344115,-6.237153,5.0,2.5,59.91678613234503,Lounges
1480,Café Bar H,53.344115,-6.237153,23.0,3.5,99.68479947544988,Wine Bars
1481,The Marker Hotel,53.344115,-6.237153,81.0,4.0,106.91316284297798,Hotels & Travel
1482,Lolly and Cooks,53.344115,-6.237153,30.0,4.0,107.48428607015926,Breakfast & Brunch
1483,HQ Restaurant and Wine Bar,53.344115,-6.237153,41.0,3.0,109.7438051087679,Gastropubs
1484,The Brasserie,53.344115,-6.237153,7.0,4.0,129.30244239201053,Brasseries
1485,Il Valentino Bakery & Cafe,53.344115,-6.237153,65.0,4.0,179.46871542008256,Bakeries
1486,Crystal Boat,53.344115,-6.237153,24.0,2.5,186.1352698674957,Chinese
1487,À Table Café,53.344115,-6.237153,1.0,4.0,190.91708656463192,Coffee & Tea
1488,Pause Café,53.344115,-6.237153,3.0,3.5,201.14802632592665,Cafes
1489,Waterways Visitor Centre,53.344115,-6.237153,2.0,3.0,215.63020647028085,Visitor Centers
1490,Dice Bar,53.344115,-6.237153,55.0,4.0,244.31404714152157,Pubs
1491,Stir Restaurant,53.344115,-6.237153,6.0,1.5,282.5686203352837,Modern European
1492,Mc Evoys,53.344115,-6.237153,1.0,3.0,287.2955014282619,Pubs
1493,Cafe Sora,53.344115,-6.237153,6.0,4.5,292.0906718786049,Cafes
1494,The Lab,53.343893,-6.280531,1.0,5.0,77.03593487755573,Pizza
1495,Oh! Rourkes,53.343893,-6.280531,7.0,4.5,102.22121739693895,Coffee & Tea
1496,Luncheonette,53.343893,-6.280531,7.0,4.5,103.02845105155512,Cafes
1497,The Clock,53.343893,-6.280531,4.0,4.5,131.69520589339496,Pubs
1498,Bakers Bar & Restaurant,53.343893,-6.280531,18.0,4.0,162.6260038030047,Pubs
1499,Vincenzo's Pizzeria,53.343893,-6.280531,8.0,3.5,193.3020897481261,Pizza
1500,Fountain Bar,53.343893,-6.280531,2.0,3.5,207.11962363359837,Pubs
1501,The Fryery,53.343893,-6.280531,12.0,4.0,247.7867880777286,Fish & Chips
1502,Pifko,53.343893,-6.280531,26.0,4.0,248.1960765494056,Pubs
1503,Tom Kennedy's,53.343893,-6.280531,5.0,4.0,255.40504289487308,Pubs
